data_assinatura;inicio_vigencia;fim_vigencia;orgao_superior;orgao_entidade;unidade_gestora;forma_contratacao;grupo_objeto;numero_contrato;situacao;objeto;valor_contratado_rs
"30/04/2026";"30/04/2026";"30/04/2027";"Ministério de Minas e Energia";"Agência Nacional do Petróleo, Gás Natural e Biocombustíveis";"ESCRITORIO CENTRAL DA ANP";"Sem Informação";"Outros";"05003/2026";"Não se aplica";"SERVIÇOS COMUNS DA FUNDAÇÃO GETULIO VARGAS - FGV PARA PRESTAÇÃO DE SERVIÇO TÉCNICO PROFISSIONAL ESPECIALIZADO DE REALIZAÇÃO DO CURSO DE FORMAÇÃO DO CPNU-2 (ANP";"348.517,10"
"06/04/2026";"06/04/2026";"05/02/2028";"Ministério da Defesa";"Comando do Exército";"DEPARTAMENTO DE EDUCACAO E CULTURA DO EXERCIT";"Sem Informação";"Serviços";"00001/2026";"Não se aplica";"MESTRADO DO CURSO DE PÓS-GRADUACAO STRICTO SENSU";"91.720,62"
"23/03/2026";"21/04/2026";"21/04/2027";"Ministério de Portos e Aeroportos";"Agência Nacional de Aviação Civil";"AGENCIA NACIONAL DE AVIACAO CIVIL";"Sem Informação";"Serviços";"00007/2026";"Não se aplica";"CONTRATAÇÃO DE SERVIÇO CONTÍNUO DE GESTÃO DO SISTEMA DE AFERIÇÃO DE CONHECIMENTOS TEÓRICOS, INCLUINDO INSCRIÇÃO, AGENDAMENTO, APLICAÇÃO DE PROVAS NA MODALIDADES";"7.790.513,50"
"13/02/2026";"13/02/2026";"13/12/2027";"Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome";"Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome - Unidades com vínculo direto";"COORDENACAO GERAL DE LICITACOES E CONTRATOS.";"Sem Informação";"Serviços";"00001/2026";"Não se aplica";"CONTRATAÇÃO DE SERVIÇOS TÉCNICOS ESPECIALIZADOS POR ESCOPO, SEM DEDICAÇÃO DE MÃO DE OBRA EXCLUSIVA, PARA ELABORAÇÃO DE ESTUDOS E MONITORAMENTO DA INSEGURANÇA AL";"5.350.000,00"
"10/02/2026";"10/02/2026";"10/02/2027";"Ministério da Defesa";"Comando do Exército";"ESCOLA DE CMDO E ESTADO-MAIOR DO EXERCITO";"Sem Informação";"Serviços";"00026/2025";"Não se aplica";"CONTRATAÇÃO DE SERVIÇO DE INSTITUIÇÃO DE ENSINO SUPERIOR PARA O CPEAEX";"969.840,00"
"03/02/2026";"03/02/2026";"03/02/2029";"Ministério da Educação";"Fundo Nacional de Desenvolvimento da Educação";"FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO";"Sem Informação";"Serviços";"00008/2026";"Não se aplica";"CONTRATAÇÃO DE SERVIÇOS COMUNS DE TÉCNICOS ESPECIALIZADOS PARA ELABORAÇÃO DE ESTUDOS DE CUSTOS DO PROGRAMA NACIONAL DE ALIMENTAÇÃO ESCOLAR - PNAE, NAS CONDIÇÕES";"9.306.300,00"
"29/01/2026";"29/01/2026";"29/01/2028";"Ministério da Fazenda";"Superintendência de Seguros Privados";"SUPERINTENDENCIA DE SEGUROS PRIVADOS - RJ";"Sem Informação";"Serviços";"00030/2025";"Não se aplica";"O OBJETO DO PRESENTE INSTRUMENTO É A CONTRATAÇÃO PARA CONSULTORIA ESPECIALIZADA EM ACERVO HISTÓRICO PARA ORGANIZAÇÃO, CATALOGAÇÃO E OFERECIMENTO DE SOLUÇÕES PAR";"1.681.713,71"
"29/01/2026";"29/01/2026";"29/01/2027";"Ministério dos Transportes";"Agência Nacional de Transportes Terrestres";"AGENCIA NACIONAL DE TRANSPORTES TERRESTRES";"Sem Informação";"Serviços";"00001/2026";"Não se aplica";"CONSTITUI OBJETO DO PRESENTE CONTRATO A INCLUSÃO DA PARTICIPANTE NO PROGRAMA BRASILEIRO GHG PROTOCOL - CICLO 2026 (""PROGRAMA GHG"") NOS TERMOS DO ANEXO I DESTE C";"19.500,00"
"23/01/2026";"23/01/2026";"23/01/2028";"Ministério dos Transportes";"Departamento Nacional de Infraestrutura de Transportes";"DEPART.NAC.INFRA ESTRUTURA TRANSPORTES.";"Sem Informação";"Serviços";"00874/2025";"Não se aplica";"CONTRATAÇÃO DE SERVIÇOS COMUNS ESPECIALIZADOS DESTINADOS À REALIZAÇÃO DE CURSO DE FORMAÇÃO, NA MODALIDADE PRESENCIAL, SEGUNDA ETAPA DO CONCURSO PÚBLICO PARA PRO";"104.130,00"
"31/12/2025";"31/12/2025";"30/06/2029";"Ministério da Fazenda";"Ministério da Fazenda - Unidades com vínculo direto";"PROCURADORIA GERAL DA FAZENDA NACIONAL";"Sem Informação";"Serviços";"00010/2025";"Não se aplica";". O OBJETO DO PRESENTE INSTRUMENTO É A CONTRATAÇÃO DE INSTITUIÇÃO DE ENSINO SUPERIOR DE NOTÓRIA ESPECIALIZAÇÃO PARA A PRESTAÇÃO DE SERVIÇOS TÉCNICOS EDUCACIONA";"1.213.710,75"
"31/12/2025";"31/12/2025";"30/06/2029";"Ministério da Fazenda";"Ministério da Fazenda - Unidades com vínculo direto";"PROCURADORIA GERAL DA FAZENDA NACIONAL";"Sem Informação";"Serviços";"00011/2025";"Não se aplica";"O OBJETO DO PRESENTE INSTRUMENTO É A CONTRATAÇÃO DE SERVIÇOS DE INSTITUIÇÃO DE ENSINO SUPERIOR DE NOTÓRIA ESPECIALIZAÇÃO PARA A PRESTAÇÃO DE SERVIÇOS TÉCNIC";"2.106.000,00"
"31/12/2025";"31/12/2025";"31/12/2026";"Ministério da Educação";"Ministério da Educação - Unidades com vínculo direto";"SUBSECRETARIA DE GESTAO ADMINISTRATIVA/MEC";"Sem Informação";"Serviços";"00044/2025";"Não se aplica";"SERVIÇOS DE CONSULTORIA PARA DESENVOLVIMENTO DE UM MODELO SIMULADOR SISTEMATIZADO E PREDITIVO CAPAZ DE PARAMETRIZAR A ESTIMATIVA DE VAGAS DO FIES PARA O MINISTÉ";"6.380.000,00"
"30/12/2025";"30/12/2025";"30/12/2027";"Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome";"Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome - Unidades com vínculo direto";"COORDENACAO-GERAL DE GESTAO DE PESSOAS/MDS";"Sem Informação";"Serviços";"00002/2025";"Não se aplica";"O OBJETO DO PRESENTE INSTRUMENTO É A CONTRATAÇÃO DE PESSOA JURÍDICA PRESTADORA DE SERVIÇOS EDUCACIONAIS NO CURSO INTITULADO ""MESTRADO EM POLÍTICAS PÚBLICAS E G";"174.580,06"
"23/12/2025";"23/12/2025";"23/06/2028";"Ministério da Previdência Social";"Instituto Nacional do Seguro Social";"COORDENACAO DE EXEC.ORCAMENTARIA E FINANCEIRA";"Sem Informação";"Serviços";"00044/2025";"Não se aplica";"CONTRATAÇÃO DE SERVIÇO TÉCNICO ESPECIALIZADO EM TREINAMENTO E APERFEIÇOAMENTO PESSOAL, A SER REALIZADO ATRAVÉS DE 4 (QUATRO) TURMAS PARA OS SEGUINTES CURSOS MBA";"4.972.800,00"
"19/12/2025";"31/12/2025";"31/12/2030";"Ministério dos Transportes";"Agência Nacional de Transportes Terrestres";"AGENCIA NACIONAL DE TRANSPORTES TERRESTRES";"Sem Informação";"Outros";"00038/2025";"Não se aplica";"O OBJETO DO PRESENTE CONTRATO É O LICENCIAMENTO DE USO DO BANCO DE DADOS, SEM CARÁTER DE EXCLUSIVIDADE, DO BANCO DE DADOS DENOMINADO ""FGVDADOS ADVANCED"", A SER";"100.923,65"
"08/12/2025";"08/12/2025";"08/06/2028";"Ministério da Cultura";"Agência Nacional do Cinema";"AGENCIA NACIONAL DO CINEMA";"Sem Informação";"Serviços";"00026/2025";"Não se aplica";"CONTRATAÇÃO DE CURSO DE PÓS-GRADUAÇÃO ""MESTRADO PROFISSIONAL EM ADMINISTRAÇÃO PÚBLICA - TURMA INTENSIVA 2025"", OFERECIDO POR FUNDAÇÃO GETÚLIO VARGAS LTDA., CNP";"92.980,50"
"07/11/2025";"07/11/2025";"07/09/2027";"Ministério da Defesa";"Comando da Aeronáutica";"GRUPAMENTO DE APOIO DO RIO DE JANEIRO";"Sem Informação";"Serviços";"00005/2025";"Não se aplica";"O PRESENTE INSTRUMENTO É A CONTRATAÇÃO DE SERVIÇOS COMUNS DE CONTRATAÇÃO DO CURSO DE MESTRADO PROFISSIONAL (FGV) EM ADMINISTRAÇÃO PÚBLICA PARA SERVIDOR PÚBLICO";"79.987,00"
"04/11/2025";"05/01/2026";"05/01/2027";"Ministério da Defesa";"Comando da Aeronáutica";"GRUPAMENTO DE APOIO DOS AFONSOS";"Sem Informação";"Serviços";"00055/2025";"Não se aplica";"CONTRATAÇÃO DE PROGRAMA DE CAPACITAÇÃO EM PROJETOS E PROCESSOS DA FGV PARA OS ALUNOS DO CAP";"725.400,00"
"14/10/2025";"15/10/2025";"15/04/2028";"Ministério do Planejamento e Orçamento";"Fundação Instituto Brasileiro de Geografia e Estatística";"FUNDACAO IBGE-ADMINISTRACAO CENTRAL/RJ";"Sem Informação";"Serviços";"00026/2025";"Não se aplica";"O OBJETO DO PRESENTE INSTRUMENTO É A CONTRATAÇÃO DE INSTITUIÇÃO ESPECIALIZADA PARA REALIZAR PROCESSOS SELETIVOS SIMPLIFICADOS, DESTINADOS À CONTRATAÇÃO TEMPORÁ";"9.063.747,00"
"08/10/2025";"08/10/2025";"08/10/2026";"Ministério da Educação";"Universidade Federal de Pernambuco";"PROREITORIA DE GESTAO ADMINISTRATIVA";"Sem Informação";"Outros";"00107/2025";"Não se aplica";"O LICENCIAMENTO DE USO, PELO FGV IBRE, SEM CARÁTER DE EXCLUSIVIDADE, DO BANCO DE DADOS, DE NATUREZA ESTATÍSTICA, ECONÔMICA E FINANCEIRA,DISPONIBILIZADO À LICENC";"10.100,00"
"30/09/2025";"30/09/2025";"30/09/2028";"Ministério de Minas e Energia";"Companhia de Pesquisa de Recursos Minerais";"COMPANHIA DE PESQUISA DE RECURSOS MINERAIS";"Sem Informação";"Serviços";"00100/2025";"Não se aplica";"DISPONIBILIZAÇÃO DO CURSO EM MODALIDADE DE ENSINO À DISTÂNCIA (EAD) DENOMINADO POLÍTICAS PÚBLICAS DE GESTÃO DE RISCO E RESPOSTA A DESASTRES EM NÍVEL MUNICIPAL,";"240.000,00"
"18/09/2025";"18/09/2025";"28/12/2026";"Ministério da Educação";"Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira";"INST.NACIONAL DE EST.E PESQUISAS EDUCACIONAIS";"Sem Informação";"Serviços";"00035/2025";"Não se aplica";"CONTRATAÇÃO REMANESCENTE DE PRESTAÇÃO DE SERVIÇOS ESPECIALIZADOS DE APLICAÇÃO DO SISTEMA DE AVALIAÇÃO DA EDUCAÇÃO BÁSICA - SAEB 2025.";"119.048.159,44"
"09/09/2025";"09/09/2025";"09/03/2030";"Ministério da Educação";"Universidade Federal de Rondonópolis";"UNIVERSIDADE FEDERAL DE RONDONOPOLIS";"Sem Informação";"Serviços";"00014/2025";"Não se aplica";"CONTRATAÇÃO DE SERVIÇOS DE QUALIFICAÇÃO NO NÍVEL DE DOUTORADO, MODALIDADE INTERINSTITUCIONAL";"1.100.000,00"
"02/09/2025";"02/09/2025";"02/01/2027";"Ministério da Defesa";"Comando do Exército";"ARSENAL DE GUERRA DO RIO";"Sem Informação";"Serviços";"00045/2025";"Não se aplica";"CURSO MBA EM GERENCIAMENTO DE PROJETOS";"36.051,30"
"11/08/2025";"11/08/2025";"11/08/2029";"Ministério da Cultura";"Agência Nacional do Cinema";"AGENCIA NACIONAL DO CINEMA";"Sem Informação";"Serviços";"00014/2025";"Não se aplica";"CONTRATAÇÃO DE CURSO DE PÓS-GRADUAÇÃO DOUTORADO PROFISSIONAL EM ADMINISTRAÇÃO PÚBLICA, OFERECIDO POR FUNDAÇÃO GETÚLIO VARGAS LTDA.,PARA PARTICIPAÇÃO DE UM SERVI";"156.187,20"
"15/07/2025";"15/07/2025";"15/07/2026";"Ministério da Educação";"Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira";"INST.NACIONAL DE EST.E PESQUISAS EDUCACIONAIS";"Sem Informação";"Serviços";"00023/2025";"Não se aplica";"O OBJETO DO PRESENTE INSTRUMENTO É A CONTRATAÇÃO DE SERVIÇOS COMUNS DE EMPRESAS ESPECIALIZADAS PARA PRESTAÇÃO DOS SERVIÇOS DE APLICAÇÃO E ORGANIZAÇÃO DE EXAME D";"20.527.342,57"
"08/07/2025";"08/07/2025";"08/01/2026";"Ministério da Previdência Social";"Instituto Nacional do Seguro Social";"COORDENACAO DE EXEC.ORCAMENTARIA E FINANCEIRA";"Sem Informação";"Serviços";"00011/2025";"Não se aplica";"A CONTRATAÇÃO DE SERVIÇO TÉCNICO ESPECIALIZADO EM APERFEIÇOAMENTO PESSOAL, NOS TERMOS DO ART. 74, INC. III, ALÍNEA ""F"" DA LEI Nº 14.133/2021, A SER REALIZADO PO";"18.607,68"
"12/06/2025";"12/06/2025";"12/05/2026";"Ministério da Fazenda";"Ministério da Fazenda - Unidades com vínculo direto";"CONSELHO ADMINISTRATIVO DE RECURSOS FISCAIS";"Sem Informação";"Serviços";"00004/2025";"Não se aplica";"A CONTRATAÇÃO DE SERVIÇOS DE PESQUISA E DESENVOLVIMENTO PARA SOLUÇÃO DE CURADORIA DE INTELIGÊNCIA ARTIFICIAL PARA APRENDIZADO DE MÁQUINA, QUE SERÃO PRESTADOS NA";"5.330.647,74"
"09/06/2025";"20/06/2025";"20/06/2027";"Ministério da Defesa";"Comando da Aeronáutica";"GRUPAMENTO DE APOIO DOS AFONSOS";"Sem Informação";"Serviços";"00014/2025";"Não se aplica";"CONTRATAÇÃO DE PÓS GRADUAÇÃO STRICTO SENSU DE MESTRADO PROFISSIONAL EM ADMINISTRAÇÃO PÚBLICA PARA APRIMORAMENTO DE MILITARES DA DIRAD";"79.987,00"
"09/06/2025";"09/06/2025";"09/06/2028";"Ministério da Gestão e da Inovação em Serviços Públicos";"Fundação Escola Nacional de Administração Pública";"FUNDACAO ESCOLA NACIONAL DE ADM. PUBLICA";"Sem Informação";"Serviços";"00027/2025";"Não se aplica";"CONTRATAÇÃO DIRETA DA FUNDAÇÃO GETULIO VARGAS, MEDIANTE DISPENSA DE LICITAÇÃO, PARA PRESTAÇÃO DE SERVIÇOS DE PLANEJAMENTO, ORGANIZAÇÃO, REALIZAÇÃO, PROCESSAMENT";"42.612.772,22"
"09/06/2025";"09/06/2025";"09/12/2027";"Ministério da Cultura";"Agência Nacional do Cinema";"AGENCIA NACIONAL DO CINEMA";"Sem Informação";"Serviços";"00008/2025";"Não se aplica";"CONTRATAÇÃO DE FUNDAÇÃO GETÚLIO VARGAS LTDA., CNPJ 33.641.663/0001-44, PARA PARTICIPAÇÃO DA SERVIDORA PATRÍCIA VENCESLAU SOARES GOMES NO ""MESTRADO PROFISSION";"92.980,50"
"06/06/2025";"06/06/2025";"06/03/2027";"Ministério da Defesa";"Comando da Aeronáutica";"GRUPAMENTO DE APOIO DE S J CAMPOS";"Sem Informação";"Serviços";"00011/2025";"Não se aplica";"CONTRATAÇÃO DE SERVIÇOS COMUNS DE CAPACITAÇÃO JUNTO À FUNDAÇÃO GETÚLIO VARGAS (FGV) - CURSO MBA EM GESTÃO DE PROJETOS A SEREM EXECUTADOS SEM REGIME DE DEDICAÇÃ";"27.735,69"
"06/06/2025";"06/06/2025";"06/06/2027";"Ministério da Educação";"Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira";"INST.NACIONAL DE EST.E PESQUISAS EDUCACIONAIS";"Sem Informação";"Serviços";"00013/2025";"Não se aplica";"SERVIÇOS COMUNS PARA APLICAÇÃO DA PROVA NACIONAL DOCENTE E AVALIAÇÃO TEÓRICA DO ENADE DAS LICENCIATURAS - PND/AT, INCLUINDO TODAS AS ETAPAS PREPARATÓRIAS, DE AP";"89.842.799,87"
"20/05/2025";"20/05/2025";"20/05/2026";"Ministério dos Transportes";"VALEC Engenharia, Construções e Ferrovias S.A.";"VALEC ENGENHARIA, CONSTRUCOES E FERROVIAS S.A";"Sem Informação";"Outros";"00017/2025";"Não se aplica";"INCLUSÃO DA INFRA S.A. NO PROGRAMA BRASILEIRO GHG PROTOCOL - CICLO DE 2025, NOS TERMOS DO ANEXO I DO CONTRATO.";"7.700,00"
"16/05/2025";"16/05/2025";"15/11/2026";"Ministério dos Transportes";"Ministério dos Transportes - Unidades com vínculo direto";"COMPANHIA DOCAS DO RIO DE JANEIRO";"Sem Informação";"Outros";"00018/2025";"Não se aplica";"PRESTAÇÃO DOS SERVIÇOS DE ASSESSORIA TÉCNICA ESPECIALIZADA, COMPREENDENDO O DESENVOLVIMENTO DE PESQUISA E ESTUDOS PARA SUBSIDIAR O PLANEJAMENTO PORTUÁRIO DA POR";"4.970.880,00"
"15/05/2025";"15/05/2025";"15/11/2027";"Ministério de Minas e Energia";"Companhia de Pesquisa de Recursos Minerais";"COMPANHIA DE PESQUISA DE RECURSOS MINERAIS";"Sem Informação";"Serviços";"00029/2025";"Não se aplica";"CONTRATAÇÃO DIRETA DE INSTITUIÇÃO BRASILEIRA INCUMBIDA, REGIMENTAL OU ESTATUTARIAMENTE, DA PESQUISA, DO ENSINO OU DO DESENVOLVIMENTO INSTITUCIONAL, PARA EXECUÇÃ";"1.595.194,00"
"15/05/2025";"15/05/2025";"14/11/2026";"Ministério dos Transportes";"Ministério dos Transportes - Unidades com vínculo direto";"COMPANHIA DOCAS DO RIO DE JANEIRO";"Sem Informação";"Outros";"00017/2025";"Não se aplica";"PRESTAÇÃO DOS SERVIÇOS DE ASSESSORIA TÉCNICA ESPECIALIZADA, COMPREENDENDO O DESENVOLVIMENTO DE PESQUISA E ESTUDOS PARA CONCEPÇÃO DE MODELAGEM ESTRATÉGICA, COMER";"7.417.000,00"
"14/05/2025";"14/05/2025";"14/08/2025";"Ministério da Saúde";"Fundação Oswaldo Cruz";"INSTITUTO DE TECNOLOGIA EM IMUNOBIOLOGICOS";"Sem Informação";"Outros";"00113/2025";"Não se aplica";"CONTRATAÇÃO DE SERVIÇOS DE ASSESSORIA TÉCNICA DE APOIO A BIO-MANGUINHOS/FIOCRUZ PARA PRESTAÇÃO DE SERVIÇOS DE ELABORAÇÃO DO ESTUDO DE REEQUILÍBRIO ECONÔMICO-FIN";"275.520,00"
"08/04/2025";"08/04/2025";"08/07/2026";"Ministério da Defesa";"Comando da Marinha";"DIRETORIA DE OBRAS CIVIS DA MARINHA";"Sem Informação";"Outros";"00001/2025";"Não se aplica";"CONTRATAÇÃO DE SERVIÇO DE ASSESSORIA TÉCNICA INDEPENDENTE ESPECIALIZADA, POR INSTITUIÇÃO DE PESQUISA, ENSINO OU DESENVOLVIMENTO INSTITUCIONAL SEM FINS LUCRATI";"4.561.326,90"
"31/03/2025";"31/03/2025";"31/03/2027";"Ministério da Saúde";"Ministério da Saúde - Unidades com vínculo direto";"INSTITUTO EVANDRO CHAGAS";"Sem Informação";"Serviços";"00232/2024";"Não se aplica";"CONTRATAÇÃO DE SERVIÇOS DE CURSO DE MESTRADO PROFISSIONAL EM ADMINISTRAÇÃO PÚBLICA (AGOSTO/24 A AGOSTO/26)";"90.366,48"
"28/03/2025";"28/03/2025";"28/09/2027";"Ministério da Defesa";"Comando da Marinha";"HOSPITAL NAVAL MARCILIO DIAS";"Sem Informação";"Outros";"00047/2025";"Não se aplica";"CURSO DE MESTRADO PROFISSIONAL EM GESTÃO PARA A COMPETITIVIDADE - GESTÃO DE SAÚDE.";"98.626,00"
"21/03/2025";"21/03/2025";"28/02/2027";"Ministério da Defesa";"Comando da Aeronáutica";"GRUPAMENTO DE APOIO DOS AFONSOS";"Sem Informação";"Serviços";"00006/2025";"Não se aplica";"SERVIÇOS CUSTOMIZADOS DE ENSINO APLICÁVEIS AO CURSO DE POLÍTICA E ESTRATÉGIA AEROESPACIAIS, MINISTRADO DE FORMA PRESENCIAL NAS INSTALAÇÕES SOB RESPONSABILIDADE";"360.220,00"
"16/01/2025";"16/01/2025";"16/01/2026";"Ministério da Educação";"Universidade Federal de Ouro Preto";"UNIVERSIDADE FEDERAL DE OURO PRETO";"Sem Informação";"Serviços";"00002/2025";"Não se aplica";"CONTRATAÇÃO DE SERVIÇOS PARA PUBLICAÇÃO DA OBRA ""VOCABULÁRIO DE TEORIA DE HISTÓRIA"", ORGANIZADO POR VALDEI LOPES DE ARAUJO - PROGRAMA DE PÓS-GRADUAÇÃO EM HISTÓ";"14.718,27"
"30/12/2024";"30/12/2024";"30/06/2027";"Ministério da Educação";"Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira";"INST.NACIONAL DE EST.E PESQUISAS EDUCACIONAIS";"Sem Informação";"Serviços";"00045/2024";"Não se aplica";"PRESTAÇÃO DE SERVIÇOS PARA OPERACIONALIZAÇÃO DOS PROCEDIMENTOS RELATIVOS À REALIZAÇÃO DA APLICAÇÃO DO ESTUDO INTERNACIONAL DE PROGRESSO EM LEITURA - PROGRESS IN";"2.945.322,07"
"27/12/2024";"27/12/2024";"27/08/2025";"Ministério da Cultura";"Instituto do Patrimônio Histórico e Artístico Nacional";"CENTRO NACIONAL DE FOLCLORE E CULTURA POPULAR";"Sem Informação";"Serviços";"00011/2024";"Não se aplica";"CONTRATAÇÃO DE SERVIÇOS COMUNS DE PREPARAÇÃO, REVISÃO, PROJETO GRÁFICO, DIAGRAMAÇÃO DA OBRA ""PROJETO E MISSÃO: O MOVIMENTO FOLCLÓRICO BRASILEIRO 1947-1964"", DE";"18.116,40"
"26/12/2024";"26/12/2024";"26/12/2026";"Advocacia-Geral da União";"Advocacia-Geral da União - Unidades com vínculo direto";"ESCOLA SUPERIOR AGU MINIST. VICTOR NUNES LEAL";"Sem Informação";"Serviços";"00009/2024";"Não se aplica";"CONTRATAÇÃO DE 1 (UMA) TURMA PARA ATÉ 40 PESSOAS, NO MBA EM COMUNICAÇÃO DIGITAL E DEFESA DA DEMOCRACIA";"1.000.000,00"
"12/12/2024";"01/01/2025";"31/12/2028";"Ministério da Defesa";"Comando do Exército";"ESCOLA DE CMDO E ESTADO-MAIOR DO EXERCITO";"Sem Informação";"Serviços";"00021/2024";"Não se aplica";"CONTRATAÇÃO DE SERVIÇO COMUM DE ASSESSORIA TÉCNICA E ACADÊMICA PARA CONSOLIDAÇÃO DA PESQUISA E DO DESENVOLVIMENTO DAS CIÊNCIAS MILITARES NA ESCOLA DE COMANDO E";"20.800.000,00"
"12/12/2024";"12/12/2024";"11/12/2026";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"HU BRASIL";"Sem Informação";"Serviços";"00020/2024";"Não se aplica";"contratação continuada de empresa especializada na prestação de serviços técnicos de elaboração, diagramação, impressão, logística, supervisão, aplicação de pro";"22.851.125,00"
"09/12/2024";"09/12/2024";"09/12/2025";"Ministério da Defesa";"Comando do Exército";"ESCOLA DE CMDO E ESTADO-MAIOR DO EXERCITO";"Sem Informação";"Serviços";"00041/2024";"Não se aplica";"SERVIÇOS ESPECIALIZADOS DE REALIZAÇÃO DE CURSO DE PÓS-GRADUAÇÃO LATO-SENSU, NIVEL ESPECIALIZAÇÃO, DENOMINADO MBA EXECUTIVO EM ADMINISTRAÇÃO : ESTUDOS POLÍTICOS";"969.840,00"
"06/12/2024";"06/12/2024";"05/12/2026";"Ministério das Comunicações";"Agêncial Nacional de Telecomunicações";"AGENCIA NACIONAL DE TELECOMUNICACOES-SEDE";"Sem Informação";"Serviços";"00198/2024";"Não se aplica";"CONTRATAÇÃO DE SERVIÇOS DE CAPACITAÇÃO VISANDO TREINAR E APERFEIÇOAR OS CONHECIMENTOS DOS SERVIDORES LOTADOS NA ANATEL";"1.200.000,00"
"02/12/2024";"02/12/2024";"02/03/2025";"Ministério da Fazenda";"Ministério da Fazenda - Unidades com vínculo direto";"PROCURADORIA GERAL DA FAZENDA NACIONAL";"Sem Informação";"Serviços";"00004/2024";"Não se aplica";"O OBJETO DO PRESENTE INSTRUMENTO É A CONTRATAÇÃO DE SERVIÇOS PARA CONDUZIR O EVENTO WORKSHOP DE GESTÃO PARA OS SERVIDORES DA PROCURADORIA-GERAL DA FAZENDA NACIO";"670.000,00"
"29/11/2024";"29/11/2024";"29/11/2025";"Ministério da Cultura";"Instituto do Patrimônio Histórico e Artístico Nacional";"IPHAN - EXECUCAO ORCAMENTARIA E FINANCEIRA";"Sem Informação";"Serviços";"00023/2024";"Não se aplica";"O OBJETO DO PRESENTE INSTRUMENTO É A CONTRATAÇÃO DE SERVIÇOS DE PLANEJAMENTO, ORGANIZAÇÃO, REALIZAÇÃO, PROCESSAMENTO E RESULTADO FINAL PARA HOMOLOGAÇÃO DE PROCE";"599.960,00"
"06/11/2024";"06/11/2024";"06/04/2027";"Ministério da Gestão e da Inovação em Serviços Públicos";"Ministério da Gestão e da Inovação em Serviços Públicos - Unidades com vínculo direto";"CENTRO DE SERVICOS COMPARTILHADOS - MGI";"Sem Informação";"Serviços";"00049/2024";"Não se aplica";"CONTRATAÇÃO DE SERVIÇOS DE TREINAMENTO E APERFEIÇOAMENTO DE PESSOAL, COM VISTAS À PARTICIPAÇÃO DE SERVIDORES ATENDIDOS PELO COLABORAGOV DO MINISTÉRIO DA GESTÃO";"13.085,60"
"04/10/2024";"04/10/2024";"31/12/2025";"Ministério da Educação";"Ministério da Educação - Unidades com vínculo direto";"SUBSECRETARIA DE GESTAO ADMINISTRATIVA/MEC";"Sem Informação";"Serviços";"00024/2024";"Não se aplica";"CONTRATAÇÃO DE INSTITUIÇÃO ESPECIALIZADA EM ANÁLISE DE CAPACIDADE ECONÔMICO-FINANCEIRA PARA AVALIAÇÃO DE PROPOSTAS VISANDO A AUTORIZAÇÃO DE NOVOS CURSOS DE MEDI";"1.510.000,00"
"30/09/2024";"01/10/2024";"01/04/2028";"Ministério dos Transportes";"Departamento Nacional de Infraestrutura de Transportes";"DEPART.NAC.INFRA ESTRUTURA TRANSPORTES.";"Sem Informação";"Serviços";"00647/2024";"Não se aplica";"CONTRATAÇÃO DE SERVIÇOS TÉCNICOS ESPECIALIZADOS AFETOS À MANUTENÇÃO E ATUALIZAÇÃO DO SISTEMA DE CUSTOS REFERENCIAIS DE OBRAS (SICRO), ABRANGENDO COMO ATIVIDADES";"112.936.682,75"
"18/09/2024";"18/09/2024";"18/09/2029";"Ministério da Fazenda";"Comissão de Valores Mobiliários";"COMISSAO DE VALORES MOBILIARIOS";"Sem Informação";"Serviços";"00014/2024";"Não se aplica";"CONTRATAÇÃO DO CURSO DE PÓS-GRADUAÇÃO LATO SENSU ""MBA EM GESTÃO ESTRATÉGICA DE PESSOAS: DESENVOLVIMENTO HUMANO DE GESTORES""";"823.536,00"
"17/09/2024";"17/09/2024";"17/09/2025";"Ministério das Cidades";"Ministério das Cidades - Unidades com vínculo direto";"COORDENACAO-GERAL DE SUPORTE LOGISTICO - MCID";"Sem Informação";"Serviços";"00006/2024";"Não se aplica";"TREINAMENTO NA MODALIDADE EAD, COM CARGA HORA?RIA DE 96 (NOVENTA E SEIS) HORAS/AULA, PARA A AÇÃO DE DESENVOLVIMENTO DENOMINADA ""LIDERANÇA E GESTÃO DE EQUIPES"",";"240.000,00"
"09/09/2024";"09/09/2024";"09/09/2029";"Ministério da Educação";"Universidade Federal do Rio Grande do Sul";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL";"Sem Informação";"Serviços";"00073/2024";"Não se aplica";"CONTRATAÇÃO DE LICENÇA DE USO DA FERRAMENTA FGV DADOS STANDARD, COM 03 (TRÊS) PONTOS DE ACESSO AO BANCO DE DADOS ""FGVDADOS"", PROTEGIDOS POR SENHA PESSOAL, INDI";"53.778,45"
