data_assinatura;inicio_vigencia;fim_vigencia;orgao_superior;orgao_entidade;unidade_gestora;forma_contratacao;grupo_objeto;numero_contrato;situacao;objeto;valor_contratado_rs
"13/05/2015";"13/05/2015";"12/05/2017";"Ministério da Cultura";"Ministério da Cultura - Unidades com vínculo direto";"COORD. GERAL DE EXEC. ORCAMENT, FINANC E CONT";"Inexigibilidade de Licitação";"Serviços";"11/2015";"Publicado";"Contratação da Fundação Getúlio Vargas - FGV/DF, para capacitação dos servidores FABIANO FRANCISCO CORDEIRO FAGUNDES, LUCAS JOSÉ SILVA DA SILVEIRA e MARCO HENRI";"77.304,00"
"08/05/2015";"08/05/2015";"08/05/2015";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"49132/2015";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"23.500,00"
"05/05/2015";"05/05/2015";"05/05/2015";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROBRAS BIOCOMBUSTIVEL S/A - PBIO";"Sem Informação";"Outros";"87836/2015";"Fechado";"Inscrições em treinamentos externos";"4.100,00"
"30/04/2015";"30/04/2015";"21/01/2017";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"85194/2015";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"18.050,01"
"30/04/2015";"30/04/2015";"30/01/2017";"Ministério da Defesa";"Comando da Marinha";"ESTADO-MAIOR DA ARMADA";"Inexigibilidade de Licitação";"Serviços";"1/2015";"Publicado";"Capacitação e aperfeiçoamento de 01 (um) militar que atua no assessoramento na área da Subchefia de Orçamento e Plano Diretor do Estado-Maior da Armada, por mei";"23.100,00"
"24/04/2015";"24/04/2015";"24/04/2017";"Ministério da Defesa";"Comando da Aeronáutica";"GRUPAMENTO DE APOIO DO RIO DE JANEIRO";"Inexigibilidade de Licitação";"Serviços";"12/2015";"Publicado";"Curso de mestrado profissional em Adm Pública NA Fundação Getúlio Vargas para duas militares do GAP-RJ.";"97.755,00"
"22/04/2015";"22/04/2015";"22/04/2017";"Ministério da Justiça e Segurança Pública";"Polícia Rodoviária Federal";"UNIVERSIDADE DA POLICIA RODOVIARIA FEDERAL";"Inexigibilidade de Licitação";"Serviços";"3/2015";"Publicado";"Contratação de Curso de Pós Graduação ""strictu sensu"" denominado Mestrado Profissional em Administração Pública para 01 (um) servidor da PRF.";"58.128,00"
"22/04/2015";"22/04/2015";"22/12/2015";"Ministério da Educação";"Ministério da Educação - Unidades com vínculo direto";"SUBSECRETARIA DE GESTAO ADMINISTRATIVA/MEC";"Inexigibilidade de Licitação";"Serviços";"31/2015";"Publicado";"Prestação de serviços de consultoria especializada para elaboração de análise de sustentabilidade financeira das propostas para autorização de curso de medicina";"860.000,00"
"15/04/2015";"04/08/2015";"30/10/2015";"Ministério da Defesa";"Comando do Exército";"ESCOLA DE CMDO E ESTADO-MAIOR DO EXERCITO";"Inexigibilidade de Licitação";"Serviços";"4/2015";"Publicado";"Mba executivo, com ÊNFASE EM ESTUDOs esRATÉGICOs";"230.000,00"
"13/04/2015";"13/04/2015";"13/04/2015";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"56271/2015";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"24.291,00"
"13/04/2015";"13/04/2015";"13/04/2015";"Ministério de Minas e Energia";"Empresas de Energia";"CIA. HIDROELETRICA DO SAO FRANCISCO S/A";"Sem Informação";"Outros";"316/2015";"Pendente";"ContratonCCNE922015070000Licitacaon922015070000RENOVACAODOLICENCIAMENTODEUSODOBANCODEDADOSFGVDADOSCOMACESSOILIMITADO";"5.570,89"
"13/04/2015";"13/04/2015";"12/04/2017";"Ministério da Defesa";"Comando do Exército";"COMANDO DA 11A. REGIAO MILITAR";"Inexigibilidade de Licitação";"Serviços";"21/2015";"Publicado";"Participação do servidor leonardo da silva lima, cpf n¿ 010.672.593-92 no curso de pós graduação lato sensu, nível especialização mba em gestão financeira, c";"26.378,00"
"01/04/2015";"01/04/2015";"30/04/2015";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"494/2015";"Fechado";"Inscrições em treinamentos externos";"18.225,00"
"30/03/2015";"01/04/2015";"31/12/2016";"Ministério da Defesa";"Comando do Exército";"1º CGCFEX - PATRIMONIAL";"Inexigibilidade de Licitação";"Serviços";"1/2015";"Publicado";"Curso de Mestrado Profissional em Administração Pública em favor Major José Luiz daSilva e para o capitão Sinderley Júnior Ferreira da Paz.";"52.320,18"
"30/03/2015";"30/03/2015";"02/12/2015";"Ministério da Defesa";"Comando do Exército";"ESCOLA DE CMDO E ESTADO-MAIOR DO EXERCITO";"Inexigibilidade de Licitação";"Serviços";"3/2015";"Publicado";"Mba executivo , com enfase em gestão deprojetos";"570.000,00"
"24/03/2015";"24/03/2015";"23/03/2017";"Ministério da Fazenda";"Receita Federal do Brasil";"SUPERINTENDENCIA REGIONAL DA RFB NA 8A RF";"Dispensa de Licitação";"Serviços";"47/2014";"Publicado";"Contratação de curso de especialização em Direito Tributário de acordo com as regras do programa de pós graduação latu sensu da FGV Direito SP.";"760.375,56"
"10/03/2015";"10/03/2015";"10/06/2017";"Ministério do Esporte";"Ministério do Esporte - Unidades com vínculo direto";"SECRETARIA EXECUTIVA";"Inexigibilidade de Licitação";"Serviços";"2/2015";"Publicado";"Prestação de serviços técnicos especializados de apoio à manutenção e ampliação de base de preços unitários e composição de estimativas de preços de projetos re";"54.460.000,00"
"02/03/2015";"02/03/2015";"02/03/2015";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"77164/2015";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"20.349,00"
"25/02/2015";"25/02/2015";"25/02/2015";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"59936/2015";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"20.990,01"
"19/02/2015";"19/02/2015";"19/02/2015";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"49229/2015";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"20.349,00"
"19/02/2015";"19/02/2015";"19/02/2015";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"49231/2015";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"20.349,00"
"18/02/2015";"18/02/2015";"19/02/2015";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"53633/2015";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"17.992,00"
"18/02/2015";"18/02/2015";"19/02/2015";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"53634/2015";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"17.992,00"
"18/02/2015";"18/02/2015";"19/02/2015";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"53631/2015";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"17.992,00"
"18/02/2015";"18/02/2015";"19/02/2015";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"53626/2015";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"17.992,00"
"18/02/2015";"18/02/2015";"19/02/2015";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"57996/2015";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"17.992,00"
"18/02/2015";"18/02/2015";"19/02/2015";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"53629/2015";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"17.992,00"
"18/02/2015";"18/02/2015";"19/02/2015";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"58003/2015";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"17.992,00"
"11/02/2015";"11/02/2015";"12/02/2015";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"53811/2015";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"13.365,00"
"11/02/2015";"11/02/2015";"12/02/2015";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"60915/2015";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"17.992,00"
"11/02/2015";"11/02/2015";"12/02/2015";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"53813/2015";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"17.992,00"
"11/02/2015";"11/02/2015";"12/02/2015";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"53812/2015";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"17.992,00"
"02/02/2015";"02/02/2015";"01/09/2015";"Ministério da Defesa";"Indústria de Material Bélico do Brasil";"INDUSTRIA DE MATERIAL BELICO DO BRASIL - UA";"Dispensa de Licitação";"Serviços";"1/2015";"Publicado";"Apoiar a contratante na elaboração e implantação de seu planejamento estratégico 2017-2026.";"1.180.000,00"
"14/01/2015";"14/01/2015";"14/01/2015";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"97644/2015";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"19.700,00"
"12/01/2015";"12/01/2015";"20/01/2016";"Ministério de Minas e Energia";"Empresas de Energia";"ELETROSUL CENTRAIS ELETRICAS S.A.";"Sem Informação";"Outros";"23280/2015";"Fechado";"Serviço renovação assinatura de indice FGVDADOS conforme especificação técnica";"6.506,33"
"31/12/2014";"31/12/2014";"30/12/2015";"Ministério das Comunicações";"Agêncial Nacional de Telecomunicações";"AGENCIA NACIONAL DE TELECOMUNICACOES-SEDE";"Sem Informação";"Outros";"45/2014";"Fechado";"Licenciamento de uso pela fgvibre, sem carater de exclusividade, do banco de dados de natureza estatistica, economica e financeira disponibilizado a licenciada";"11.713,40"
"31/12/2014";"31/12/2014";"30/12/2017";"Ministério dos Transportes";"Agência Nacional de Transportes Terrestres";"AGENCIA NACIONAL DE TRANSPORTES TERRESTRES";"Dispensa de Licitação";"Serviços";"86/2014";"Publicado";"Contratação de serviços técnicos especializados referentes à análise, manutenção e criação de composições de custos unitários da SICFER - Sistemática de Cálculo";"40.989.133,11"
"31/12/2014";"31/12/2014";"30/12/2015";"Ministério das Comunicações";"Agêncial Nacional de Telecomunicações";"AGENCIA NACIONAL DE TELECOMUNICACOES-SEDE";"Inexigibilidade de Licitação";"Serviços";"45/2014";"Publicado";"Licenciamento de uso, pela FGV/IBRE, sem caráter de exclusividade, do Banco de Dados, de natureza estatística, econômica e financeira, disponibilizado à licenci";"11.713,40"
"30/12/2014";"30/12/2014";"29/12/2015";"Ministério das Cidades";"Companhia Brasileira de Trens Urbanos";"CIA BRASILEIRA DE TRENS URBANOS-ADM.CENTRAL";"Sem Informação";"Outros";"20/2014";"Fechado";"Contratação de serviços para elaboração do Planejamento Estratégico Institucional e Modernização Administrativa da Companhia Brasileira de Trens Urbanos - CBTU";"2.470.000,00"
"23/12/2014";"02/03/2015";"01/09/2015";"Ministério da Defesa";"Comando do Exército";"DEPARTAMENTO-GERAL DO PESSOAL";"Dispensa de Licitação";"Serviços";"22/2014";"Publicado";"Contratação de serviço especializado de consultoria para análise crítica do Novo Plano de Carreira e do Sistema de Educação da Transformação do Exército Brasile";"850.000,00"
"22/12/2014";"22/12/2014";"21/03/2015";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROBRAS TRANSPORTE S.A.";"Sem Informação";"Outros";"1546/2015";"Fechado";"Serviços técnicos profissionais especialIZADOS DE ANÁLISE ESTATÍSTICA DE PREÇOS DE MERCADO E DEFINIÇÃO DE METODOLOGIA PARA AUXILIAR NA FORMAÇÃO DE NOVAS TARIFAS";"194.500,00"
"18/12/2014";"18/12/2014";"17/12/2015";"Ministério de Minas e Energia";"Empresa de Pesquisa Energética";"EMPRESA DE PESQUISA ENERGETICA";"Sem Informação";"Outros";"27/2014";"Fechado";"Contratação do licenciamento de uso do do Banco de Dados online ""FGVDADOS PREMIUM"", pelo período de 12 meses.";"47.850,58"
"18/12/2014";"18/12/2014";"19/12/2014";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"4305/2014";"Fechado";"TREINAMENTO INTERNO";"16.800,00"
"16/12/2014";"16/12/2014";"16/12/2014";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"43172/2014";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"21.420,00"
"11/12/2014";"11/12/2014";"10/12/2015";"Ministério do Turismo";"Ministério do Turismo - Unidades com vínculo direto";"SUBSECRETARIA DE ADMINISTRACAO - SAD";"Dispensa de Licitação";"Serviços";"38/2014";"Publicado";"Realização do estudo Índice de Competitividade do Turismo Nacional 2014/2015.";"1.980.000,00"
"04/12/2014";"04/12/2014";"04/02/2015";"Ministério da Defesa";"Comando da Marinha";"CENTRO DE COMUNICACAO ESTRATEGICA DA MARINHA";"Sem Informação";"Outros";"4/2014";"Fechado";"Pesquisa de opinião pública de avaliação de imagem da Marinha do Brasil.";"495.000,00"
"04/12/2014";"04/12/2014";"04/12/2014";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"46586/2014";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"20.736,00"
"02/12/2014";"02/12/2014";"02/12/2014";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROBRAS BIOCOMBUSTIVEL S/A - PBIO";"Sem Informação";"Outros";"27642/2014";"Fechado";"Inscrições em treinamentos externos";"880,00"
"02/12/2014";"02/12/2014";"02/12/2014";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"38967/2014";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"2.400,00"
"13/11/2014";"13/11/2014";"13/11/2015";"Sem informação";"FURNAS-CENTRAIS ELETRICAS S.A.";"AMAZONAS DISTRIBUIDORA DE ENERGIA S/A";"Sem Informação";"Outros";"94549/2014";"Fechado";"Contratação de empresa para realização de estudos de apoio à equalização financeira da Amazonas Energia às Centrais Elétricas Brasileiras S.A (Eletrobras)";"3.315.000,00"
"05/11/2014";"05/11/2014";"04/11/2015";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"78639/2014";"Fechado";"ACESSO À BASE DE DADOS ESTATÍSTICOS; ECONÔMICOS E FINANCEIROS DA FGV/IBR.";"69.121,73"
"30/10/2014";"30/10/2014";"30/10/2014";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"58365/2014";"Fechado";"ASSINATURA JORNAIS, REVIST.ACESSO ELETR.";"148,00"
"29/10/2014";"29/10/2014";"28/02/2015";"Ministério da Fazenda";"Superintendência de Seguros Privados";"SUPERINTENDENCIA DE SEGUROS PRIVADOS - RJ";"Dispensa de Licitação";"Serviços";"5439/2014";"Publicado";"Realização do Programa Gerenciamento da Mudança.";"75.600,00"
"17/10/2014";"17/10/2014";"17/10/2014";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"42571/2014";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"19.997,00"
"15/10/2014";"15/10/2014";"31/12/2014";"Ministério da Educação";"Fundação Universidade Federal do ABC";"FUNDACAO UNIVERSIDADE FEDERAL DO ABC";"Inexigibilidade de Licitação";"Serviços";"50/2014";"Publicado";"Contratação de empresa especializada em para a prestação de serviços de treinamento ""in company"" do curso: Capacitação para dirigentes, gestores de equipe, e se";"388.400,00"
"14/10/2014";"14/10/2014";"14/10/2014";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"42054/2014";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"880,00"
"09/10/2014";"09/10/2014";"09/10/2014";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"40548/2014";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"21.420,00"
"09/10/2014";"09/10/2014";"09/10/2014";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"35543/2014";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"21.420,00"
"06/10/2014";"06/10/2014";"06/10/2014";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"30793/2014";"Fechado";"ASSINATURA JORNAIS, REVIST.ACESSO ELETR.";"148,00"
"05/10/2014";"05/10/2014";"05/10/2016";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROBRAS TRANSPORTE S.A.";"Sem Informação";"Outros";"1396/2015";"Fechado";"Realização dos cursos liderança em ação, FUNDAMENTOS EM FINANÇAS E NEGOCIAÇÃO AVANÇADA, ESPECIALMENTE PARA ATUAIS E POTENCIAIS COMANDANTES E CHEFES DE MÁQUINAS.";"990.080,00"
"01/10/2014";"01/10/2014";"13/05/2015";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"53387/2014";"Fechado";"PESQUISA DE MERCADO E OPINIÃO PÚBLICA";"163.000,00"
"01/10/2014";"01/10/2014";"01/10/2014";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"13469/2014";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"21.420,00"
"24/09/2014";"17/10/2014";"28/08/2015";"Banco Central do Brasil - Orçamento Fiscal e Seguridade Social";"Banco Central do Brasil - Orçamento Fiscal e Seguridade Social - Unidades com vínculo direto";"BANCO CENTRAL DO BRASIL";"Sem Informação";"Outros";"51101/2014";"Fechado";"Treinamento no Curso MBA Executivo em Saúde";"27.240,00"
"23/09/2014";"23/09/2014";"22/03/2015";"Ministério da Educação";"Fundação Universidade do Amazonas";"FUNDACAO UNIVERSIDADE DO AMAZONAS";"Dispensa de Licitação";"Serviços";"4/2014";"Retificação - Publicado";"Prestação de serviço visando a elaboração do Planejamento Estratégico e a revisão do Plano de Desenvolvimento Institucional da UFAM para o período de 2016 a 202";"412.000,00"
"18/09/2014";"18/09/2014";"18/09/2016";"Ministério do Meio Ambiente e Mudança do Clima";"Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis";"IBAMA-INST.BRAS.DO MEIO AMB.E DOS REC.NAT.REN";"Inexigibilidade de Licitação";"Serviços";"33/2014";"Rescindido - Publicado";"Curso de pós-graduação do servidor José Maria Lopes da Silva";"22.750,00"
"17/09/2014";"17/09/2014";"17/09/2014";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"76504/2014";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"780,00"
"15/09/2014";"15/09/2014";"15/09/2014";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"76498/2014";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"780,00"
"15/09/2014";"15/09/2014";"15/09/2014";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"76496/2014";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"780,00"
"15/09/2014";"15/09/2014";"15/09/2014";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"76502/2014";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"780,00"
"15/09/2014";"15/09/2014";"15/09/2014";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"76499/2014";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"780,00"
"15/09/2014";"15/09/2014";"14/09/2016";"Ministério da Cultura";"Ministério da Cultura - Unidades com vínculo direto";"COORD. GERAL DE EXEC. ORCAMENT, FINANC E CONT";"Inexigibilidade de Licitação";"Serviços";"167/2014";"Publicado";"Contratação de instituição renomada, de natureza singular e notória especialização, com experiência no serviço público, para realização de serviço técnico espec";"30.730,00"
"11/09/2014";"11/09/2014";"11/09/2014";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"76494/2014";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"780,00"
"11/09/2014";"11/09/2014";"11/09/2014";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"74777/2014";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"20.498,56"
"11/09/2014";"15/09/2014";"14/09/2016";"Ministério da Defesa";"Comando do Exército";"CENTRO INTEGRADO DE TELEMATICA DO EXERCITO";"Inexigibilidade de Licitação";"Serviços";"10/2014";"Publicado";"Curso de Pós-Graduação ""Lato Sensu"", MBA em Gerenciamento de Projetos, de acordo com as especificações constantes do Termo de Justificativa (Anexo I).";"28.560,00"
"09/09/2014";"09/09/2014";"09/09/2015";"Ministério dos Transportes";"VALEC Engenharia, Construções e Ferrovias S.A.";"VALEC ENGENHARIA, CONSTRUCOES E FERROVIAS S.A";"Sem Informação";"Outros";"23/2014";"Pendente";"O licenciamento de uso, FGV/IBRE, sem caráter de exclusividade, do Banco de Dados, de natureza estatística, econômica financeira, disponibilizado à contratante";"5.516,41"
"09/09/2014";"09/09/2014";"09/09/2014";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"60143/2014";"Fechado";"ASSINATURA JORNAIS, REVIST.ACESSO ELETR.";"148,00"
"09/09/2014";"09/09/2014";"09/09/2014";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"74774/2014";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"17.200,00"
"03/09/2014";"03/09/2014";"03/09/2014";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"75469/2014";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"24.489,60"
"03/09/2014";"03/09/2014";"03/09/2014";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"75910/2014";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"18.600,00"
"03/09/2014";"03/09/2014";"25/02/2016";"Ministério da Defesa";"Comando do Exército";"COMANDO DA 11A. REGIAO MILITAR";"Inexigibilidade de Licitação";"Serviços";"37/2014";"Publicado";"Participação de servidor no curso de pós-graduação lato sensu, nivel especialização em gerenciamento de projetos pela fundação getulio vargas.";"23.000,00"
"02/09/2014";"02/09/2014";"02/09/2014";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"68722/2014";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"24.360,00"
"01/09/2014";"01/09/2014";"01/09/2014";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"66958/2014";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"17.100,00"
"19/08/2014";"19/08/2014";"19/08/2014";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"14040/2014";"Fechado";"ASSINATURA JORNAIS, REVIST.ACESSO ELETR.";"148,00"
"19/08/2014";"19/08/2014";"19/08/2014";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"14039/2014";"Fechado";"ASSINATURA JORNAIS, REVIST.ACESSO ELETR.";"148,00"
"18/08/2014";"18/08/2014";"18/08/2014";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"15762/2014";"Fechado";"ASSINATURA JORNAIS, REVIST.ACESSO ELETR.";"19.780,37"
"12/08/2014";"12/08/2014";"12/08/2014";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"16772/2014";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"692,00"
"11/08/2014";"11/08/2014";"11/08/2014";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"21975/2014";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"972,00"
"07/08/2014";"07/08/2014";"07/08/2014";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"6135/2014";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"19.990,01"
"07/08/2014";"07/08/2014";"07/08/2014";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"6134/2014";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"18.970,01"
"07/08/2014";"07/08/2014";"07/06/2016";"Ministério da Fazenda";"Ministério da Fazenda - Unidades com vínculo direto";"PROCURADORIA GERAL DA FAZENDA NACIONAL";"Inexigibilidade de Licitação";"Serviços";"7/2014";"Publicado";"O presente Contrato tem por objeto a execução de 01 (uma) turma do curso de Pós-Graduação Lato Sensu, nível especialização, denominado ""Pós-Graduação em Adminis";"627.589,96"
"06/08/2014";"06/08/2014";"06/08/2014";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"13432/2014";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"7.137,71"
"06/08/2014";"06/08/2014";"06/08/2014";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"7318/2014";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"25.778,99"
