data_assinatura;inicio_vigencia;fim_vigencia;orgao_superior;orgao_entidade;unidade_gestora;forma_contratacao;grupo_objeto;numero_contrato;situacao;objeto;valor_contratado_rs
"25/08/2017";"25/08/2017";"25/02/2018";"Ministério da Saúde";"Agência Nacional de Vigilância Sanitária";"AGENCIA NACIONAL DE VIGILANCIA SANITARIA";"Inexigibilidade de Licitação";"Serviços";"31/2017";"Publicado";"Realização do curso Programa de Desenvolvimento de Liderança para a ANVISA - FASE 2, no âmbito do Programa de Desenvolvimento Gerencial para";"360.567,00"
"25/07/2017";"25/07/2017";"30/12/2017";"Ministério da Fazenda";"Receita Federal do Brasil";"SECRET. ESPECIAL DA RECEITA FEDERAL DO BRASIL";"Inexigibilidade de Licitação";"Serviços";"12/2017";"Publicado";"Contratação de empresa para prestação de serviço de treinamento e aperfeiçoamento de servidores da RFB.";"513.827,00"
"30/12/2016";"30/12/2016";"30/06/2018";"Ministério da Cultura";"Agência Nacional do Cinema";"AGENCIA NACIONAL DO CINEMA";"Inexigibilidade de Licitação";"Serviços";"64/2016";"Publicado";"Contratação de pessoa jurídica para realização de ações de desenvolvimento organizacional para implantação de modelo corporativo de desenvol";"526.200,00"
"16/12/2016";"19/12/2016";"19/05/2017";"Ministério das Comunicações";"Agêncial Nacional de Telecomunicações";"AGENCIA NACIONAL DE TELECOMUNICACOES-SEDE";"Inexigibilidade de Licitação";"Serviços";"136/2016";"Publicado";"Contratação da Fundação Dom Cabral paraa execução indireta de prestação de serviços decapacitação, no período de 19 de dezembro de 2016 a 19";"211.200,00"
"16/12/2016";"16/12/2016";"15/03/2018";"Ministério da Gestão e da Inovação em Serviços Públicos";"Ministério da Gestão e da Inovação em Serviços Públicos - Unidades com vínculo direto";"COORDENACAO-GERAL DE AQUISICOES - CGEAQ";"Inexigibilidade de Licitação";"Serviços";"68/2016";"Publicado";"Contratação de empresa especializada para prestação dos serviços de planejamento e estruturação do Programa de Capacitação Técnica para Cons";"846.000,00"
"28/11/2016";"28/11/2016";"27/05/2017";"Ministério da Saúde";"Agência Nacional de Vigilância Sanitária";"AGENCIA NACIONAL DE VIGILANCIA SANITARIA";"Inexigibilidade de Licitação";"Serviços";"30/2016";"Publicado";"Curso Desenvolvimento de Liderança no âmbito do Programa de Desenvolvimento Gerencial para servidores da ANVISA.";"185.800,00"
"01/11/2016";"01/11/2016";"01/11/2016";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"64246/2016";"Fechado";"PAGAMENTO REFERENTE AO PÓS-MBA FDC/KELLOGG 2016 - TURMA 15, RELATIVO À";"27.943,53"
"18/10/2016";"25/10/2016";"26/10/2016";"Banco Central do Brasil - Orçamento Fiscal e Seguridade Social";"Banco Central do Brasil - Orçamento Fiscal e Seguridade Social - Unidades com vínculo direto";"BANCO CENTRAL DO BRASIL";"Sem Informação";"Outros";"51146/2016";"Fechado";"Trata-se de pagamento de inscrição em Programa Governança Corporativa para dois servidores: Arnaldo Rodrigues Bio Neto e Carlos Eduardo Germ";"8.820,00"
"22/09/2016";"22/09/2016";"22/09/2016";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"98205/2016";"Fechado";"Pagamento de afiliação";"20.000,00"
"29/03/2016";"29/03/2016";"28/09/2016";"Ministério do Desenvolvimento, Indústria, Comércio e Serviços";"Banco Nacional de Desenvolvimento Econômico e Social";"BANCO NACIONAL DE DESENVOL.ECONOMICO E SOCIAL";"Sem Informação";"Outros";"130/2016";"Fechado";"Patrocínio, pelo bndes, à realização do iii encontro anual do crgsi, que ocorrerá em 29 de março de 2016, em são paulo (sp).";"170.000,00"
"25/02/2016";"25/02/2016";"24/02/2018";"Ministério de Minas e Energia";"Agência Nacional do Petróleo, Gás Natural e Biocombustíveis";"ESCRITORIO CENTRAL DA ANP";"Dispensa de Licitação";"Serviços";"4074/2015";"Publicado";"Prestação de serviços especializados de consultoria, visando à elaboração e implantação da Gestão por Competências, do Dimensionamento da Fo";"896.000,00"
"07/10/2015";"07/10/2015";"31/12/2015";"Ministério da Saúde";"Agência Nacional de Saúde Suplementar";"AGENCIA NACIONAL DE SAUDE SUPLEMENTAR";"Inexigibilidade de Licitação";"Serviços";"47/2015";"Publicado";"Contratação da Fundação Dom Cabral - FDC, para realização do Programa de Alta Performance em Gestão, Ação Integrada ao Programa de Desenvolv";"256.000,00"
"24/07/2015";"24/07/2015";"20/08/2015";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"36608/2015";"Fechado";"TREINAMENTO INTERNO - S/DISCR. MATERIAL";"13.629,99"
"08/07/2015";"08/07/2015";"08/07/2015";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"9320/2015";"Fechado";"AFILIAÇÃO/ANUIDADE";"25.000,00"
"25/05/2015";"25/05/2015";"19/06/2015";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"88874/2015";"Fechado";"TREINAMENTO INTERNO";"84.199,20"
"18/05/2015";"18/05/2015";"13/11/2015";"Ministério da Educação";"Universidade Federal do Espírito Santo";"HOSPITAL UNIVERSITARIO C. ANTONIO MORAIS/UFES";"Inexigibilidade de Licitação";"Serviços";"42/2015";"Publicado";"Prestação de serviço de capacitação dos gestores públicos da instituição,de acordo com o Programa Desenvolvimento Gerencial, elaborado para";"132.763,00"
"29/04/2015";"29/04/2015";"29/05/2015";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"79990/2015";"Fechado";"TREINAMENTO INTERNO";"126.298,80"
"15/04/2015";"15/04/2015";"14/08/2015";"Ministério de Minas e Energia";"Agência Nacional de Energia Elétrica";"AGENCIA NACIONAL DE ENERGIA ELETRICA";"Inexigibilidade de Licitação";"Serviços";"37/2015";"Publicado";"Customização e realização do treinamento fechado ""Gestão Pública Contemporânea"" para 50 gestores da ANEEL.";"212.361,72"
"08/04/2015";"18/03/2015";"17/03/2018";"Ministério do Desenvolvimento, Indústria, Comércio e Serviços";"Banco Nacional de Desenvolvimento Econômico e Social";"BANCO NACIONAL DE DESENVOL.ECONOMICO E SOCIAL";"Sem Informação";"Outros";"92/2015";"Fechado";"Treinamento in company programa de desenvolvimento gerencial.";"3.221.164,67"
"26/01/2015";"26/01/2015";"29/05/2015";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"12309/2015";"Fechado";"TREINAMENTO INTERNO";"156.000,00"
"18/12/2014";"18/12/2014";"17/08/2015";"Ministério das Comunicações";"Agêncial Nacional de Telecomunicações";"AGENCIA NACIONAL DE TELECOMUNICACOES-SEDE";"Inexigibilidade de Licitação";"Serviços";"34/2014";"Publicado";"Capacitar até 35 (trinta e cinco) servidores, em Programa de Desenvolvimento Gerencial com enfoque no desenvolvimento da alta gestão.";"199.849,00"
"16/12/2014";"16/12/2014";"15/12/2015";"Ministério do Desenvolvimento, Indústria, Comércio e Serviços";"Banco Nacional de Desenvolvimento Econômico e Social";"BANCO NACIONAL DE DESENVOL.ECONOMICO E SOCIAL";"Sem Informação";"Outros";"463/2014";"Pendente";"Patrocínio, pelo bndes, à realização dos ?eventos de desenvolvimento de conhecimento em governança social integrada?, que ocorrerão de 3 de";"170.000,00"
"03/12/2014";"03/12/2014";"02/12/2015";"Ministério da Fazenda";"Ministério da Fazenda - Unidades com vínculo direto";"SUBSECR. DE ADMIN. TRANSF. DIGITAL E INOVACAO";"Inexigibilidade de Licitação";"Serviços";"13/2014";"Publicado";"Contratação de serviço de treinamento objetivando a prestação do Programa de Desenvolvimento em Liderança e Getão - PDGL para 114 servido";"1.701.913,00"
"19/11/2014";"24/11/2014";"28/11/2014";"Banco Central do Brasil - Orçamento Fiscal e Seguridade Social";"Banco Central do Brasil - Orçamento Fiscal e Seguridade Social - Unidades com vínculo direto";"BANCO CENTRAL DO BRASIL";"Sem Informação";"Outros";"51389/2014";"Fechado";"Treinamento no Curso: Fronteiras em Gestão Pública";"38.315,00"
"03/11/2014";"03/11/2014";"04/11/2014";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"93314/2014";"Fechado";"TREINAMENTO INTERNO";"32.986,00"
"03/11/2014";"03/11/2014";"31/01/2015";"Ministério da Cultura";"Agência Nacional do Cinema";"AGENCIA NACIONAL DO CINEMA";"Inexigibilidade de Licitação";"Serviços";"38/2014";"Publicado";"Serviço de Capacitação denominado: Pro-grama de Desenvolvimento de Líderes Ancine.Paratreinamento e aperfeiçoamento de até 30(trinta)servido";"104.000,00"
"29/10/2014";"29/10/2014";"17/10/2016";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"58673/2014";"Fechado";"PRESTAÇÃO DE SERVIÇO DE DOCÊNCIA, APOIO E ASSESSORIA PARA APORTE DE CONHECIMENTO ESPECIALIZADO EM GESTÃO DA INOVAÇÃO";"499.693,21"
"24/09/2014";"06/10/2014";"05/10/2015";"Ministério de Portos e Aeroportos";"Agência Nacional de Aviação Civil";"AGENCIA NACIONAL DE AVIACAO CIVIL";"Inexigibilidade de Licitação";"Serviços";"39/2014";"Publicado";"Prestação de treinamento fechado para 75 (setenta e cinco) servidores, através da implementação das ações educativas contidas do Programa de";"540.046,00"
"16/09/2014";"16/09/2014";"16/09/2014";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"73644/2014";"Fechado";"SERVIÇOS ADMINISTRATIVOS ESPECIALIZADOS";"28.420,00"
"01/08/2014";"01/08/2014";"01/08/2014";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"15838/2014";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"11.900,00"
"01/08/2014";"01/08/2014";"01/08/2014";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"7321/2014";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"14.500,00"
"29/07/2014";"29/07/2014";"27/07/2017";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"46974/2014";"Fechado";"PRESTAÇÃO DE SERV. FORNECIMENTO DE VAGAS PARA PARTICIPAÇÃO DE EMPREGADOS DA PETROBRAS EM CURSOS E CONCLAVES OFERECIDOS AO MERCADO";"2.197.321,50"
"26/07/2014";"26/07/2014";"25/08/2014";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"60082/2014";"Fechado";"PALESTRAS";"25.000,00"
"16/06/2014";"16/06/2014";"16/06/2015";"Ministério da Saúde";"Fundação Oswaldo Cruz";"FUNDACAO OSWALDO CRUZ";"Inexigibilidade de Licitação";"Serviços";"66/2013";"Publicado";"Prestação de serviço técnicos educacionais para o desenvolvimento de quatro competências gerenciais, em níveis de cognição - básico e interm";"4.340.000,00"
"02/06/2014";"02/06/2014";"02/06/2014";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"85498/2014";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"14.100,00"
"26/05/2014";"26/05/2014";"30/05/2014";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"81951/2014";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"14.100,00"
"14/05/2014";"14/05/2014";"14/05/2014";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"33825/2014";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"32.000,00"
"12/05/2014";"12/05/2014";"12/05/2016";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROBRAS TRANSPORTE S.A.";"Sem Informação";"Outros";"8896/2014";"Fechado";"Realização de serviço técnico especializADO NO DESENVOLVIMENTO DE RECURSOS HUMANOS ATRAVÉS DA REALIZAÇÃO DE PROGRAMA DE DESENVOLVIMENTO GERE";"658.898,88"
"06/05/2014";"06/05/2014";"06/05/2014";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"46139/2014";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"40.500,00"
"02/05/2014";"06/05/2014";"04/05/2016";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"38489/2014";"Fechado";"SERVIÇOS DE TREINAMENTOS PARA DESENVOLVIMENTO DA LIDERANÇA DA PETROBRAS UO-ES";"514.635,00"
"11/04/2014";"11/04/2014";"31/12/2014";"Ministério da Saúde";"Agência Nacional de Saúde Suplementar";"AGENCIA NACIONAL DE SAUDE SUPLEMENTAR";"Inexigibilidade de Licitação";"Serviços";"25/2014";"Publicado";"Contratação de instituição especializada para realização do Programa de Alta Performance em Gestão, ação integrada ao Programa de Desenvolvi";"372.000,00"
"26/03/2014";"26/03/2014";"31/12/2014";"Ministério da Educação";"Fundação Universidade Federal de São João Del-Rei";"FUNDACAO UNIVERSIDADE FEDERAL DE S.J.DEL-REI";"Inexigibilidade de Licitação";"Outros";"6/2014";"Retificação - Publicado";"Serviços de execução de programa de desenvolvimento organizacional da UFSJ.";"192.802,00"
"06/01/2014";"06/01/2014";"06/01/2014";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"18091/2014";"Fechado";"SERVIÇOS DE CONSULTORIA";"13.000,00"
"18/12/2013";"18/12/2013";"17/12/2015";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"23896/2013";"Fechado";"PRESTAÇÃO DE SERVIÇOS DE DESENVOLVIMENTO, DOCÊNCIA E COORDENAÇÃO PEDAGÓGICA DE SOLUÇÕES EDUCACIONAIS EM TEMAS RELACIONADOS À GESTÃO";"5.672.471,55"
"02/12/2013";"02/12/2013";"02/12/2013";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"89239/2013";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"4.200,00"
"02/12/2013";"02/12/2013";"02/12/2013";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"64770/2013";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"13.500,00"
"02/12/2013";"02/12/2013";"02/12/2013";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"90387/2013";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"4.200,00"
"02/12/2013";"02/12/2013";"02/12/2013";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"66413/2013";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"13.500,00"
"02/12/2013";"02/12/2013";"02/12/2013";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"64780/2013";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"13.500,00"
"18/11/2013";"18/11/2013";"31/12/2013";"Ministério de Minas e Energia";"Agência Nacional do Petróleo, Gás Natural e Biocombustíveis";"ESCRITORIO CENTRAL DA ANP";"Inexigibilidade de Licitação";"Outros";"5075/2013";"Publicado";"Prestação de serviços da 2¿ turma da 1¿ fase de treinamento denominado ""Escola de Líderes"", com o programa de alta performance em Liderançap";"133.500,00"
"01/11/2013";"01/11/2013";"19/11/2013";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"28836/2013";"Fechado";"PALESTRAS";"25.000,00"
"01/11/2013";"01/11/2013";"01/11/2013";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"12068/2013";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"27.000,00"
"01/11/2013";"01/11/2013";"01/11/2013";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"12071/2013";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"13.500,00"
"01/11/2013";"01/11/2013";"01/11/2013";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"12079/2013";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"13.500,00"
"01/11/2013";"01/11/2013";"01/11/2013";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"12069/2013";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"13.500,00"
"01/11/2013";"01/11/2013";"01/11/2013";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"12067/2013";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"40.500,00"
"01/11/2013";"01/11/2013";"01/11/2013";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"12070/2013";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"27.000,00"
"01/11/2013";"01/11/2013";"01/11/2013";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"12077/2013";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"9.900,00"
"01/11/2013";"01/11/2013";"01/11/2013";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"12064/2013";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"13.500,00"
"01/11/2013";"01/11/2013";"01/11/2013";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"12078/2013";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"13.500,00"
"01/11/2013";"01/11/2013";"01/11/2013";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"12075/2013";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"9.900,00"
"01/11/2013";"01/11/2013";"01/11/2013";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"12072/2013";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"13.500,00"
"01/11/2013";"01/11/2013";"01/11/2013";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"12065/2013";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"5.900,00"
"01/11/2013";"01/11/2013";"01/11/2013";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"12080/2013";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"13.500,00"
"01/11/2013";"01/11/2013";"01/11/2013";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"12074/2013";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"13.500,00"
"08/10/2013";"08/10/2013";"08/10/2013";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"64370/2013";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"13.500,00"
"02/10/2013";"02/10/2013";"10/10/2013";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"64379/2013";"Fechado";"PALESTRAS";"12.000,00"
