OBJECTID_1;Nome da Base;Município;UF;Razão Social;Latitude;Longitude;Capacidade (t);x;y
222;BAHIANA - BASE - ARACAJU/SE;ARACAJU;SE;BAHIANA DISTRIBUIDORA DE GÁS LTDA;-10.906115;-37.09996;291.5;-37.09995999999995;-10.906114999999943
223;LIQUIGÁS - BASE - MAUÁ/SP;MAUA;SP;LIQUIGÁS DISTRIBUIDORA S.A.;-23.65847;-46.478165;1085.94;-46.47816499999993;-23.658469999999966
224;NACIONAL GÁS BUTANO - BASE - MAUÁ/SP;MAUA;SP;NACIONAL GAS BUTANO DISTRIBUIDORA LTDA;-23.65141173;-46.47144193;522;-46.47144192999997;-23.65141172999995
225;SUPERGASBRAS - BASE - MAUÁ/SP;MAUA;SP;SUPERGASBRAS ENERGIA LTDA;-23.65902911;-46.47708643;2024.89;-46.477086429999986;-23.65902910999995
226;LIQUIGÁS - BASE - BAURU/SP;BAURU;SP;LIQUIGÁS DISTRIBUIDORA S.A.;-22.29332167;-49.104215;57.05;-49.104214999999954;-22.293321669999955
227;LIQUIGÁS - BASE - NATAL/RN;NATAL;RN;LIQUIGÁS DISTRIBUIDORA S.A.;-5.725269;-35.280051;588.46;-35.28005099999996;-5.725268999999969
228;SUPERGASBRAS - BASE- ITAJAÍ/SC;ITAJAI;SC;SUPERGASBRAS ENERGIA LTDA;-26.89137667;-48.76191667;181.83;-48.76191666999995;-26.891376669999943
229;NACIONAL GÁS BUTANO - BASE - DUQUE DE CAXIAS /RJ;DUQUE DE CAXIAS;RJ;NACIONAL GAS BUTANO DISTRIBUIDORA LTDA;-22.71243477;-43.27476277;919;-43.27476276999994;-22.71243476999996
230;ULTRAGAZ - BASE - ARARAQUARA/SP;ARARAQUARA;SP;COMPANHIA ULTRAGAZ S A;-21.81186167;-48.14853667;56;-48.14853666999994;-21.811861669999928
231;SUPERGASBRAS -BASE- PASSO FUNDO/ RS;PASSO FUNDO;RS;SUPERGASBRAS ENERGIA LTDA;-28.22545167;-52.47397667;51.61;-52.473976669999956;-28.225451669999984
232;LIQUIGÁS - BASE - SANTA MARIA/RS;SANTA MARIA;RS;LIQUIGÁS DISTRIBUIDORA S.A.;-29.68953;-53.74100667;117.93;-53.74100666999993;-29.689529999999934
233;SUPERGASBRAS- BASE- UBERLANDIA/MG;UBERLANDIA;MG;SUPERGASBRAS ENERGIA LTDA;-18.86635333;-48.29604667;215.9;-48.29604666999995;-18.86635332999998
234;LIQUIGÁS - BASE - IPOJUCA/PE;IPOJUCA;PE;LIQUIGÁS DISTRIBUIDORA S.A.;-8.39506528;-34.97450053;711.18;-34.97450052999994;-8.395065279999926
235;NACIONAL GÁS BUTANO - BASE - BETIM/MG;BETIM;MG;NACIONAL GAS BUTANO DISTRIBUIDORA LTDA;-19.95353176;-44.09852879;510;-44.09852878999993;-19.953531759999976
236;NACIONAL - BASE - IMPERATRIZ/MA;IMPERATRIZ;MA;NACIONAL GAS BUTANO DISTRIBUIDORA LTDA;-5.48317488;-47.47266352;236;-47.47266351999997;-5.483174879999979
237;COMPANHIA ULTRAGAZ S.A.;SENADOR CANEDO;GO;COMPANHIA ULTRAGAZ S A;-16.70425667;-49.11049667;705;-49.110496669999975;-16.70425666999995
238;GASBALL - BASE - SENADOR CANEDO/GO;SENADOR CANEDO;GO;GASBALL ARMAZENADORA E DISTRIBUIDORA LTDA.;-16.70431833;-49.11111167;240;-49.11111166999996;-16.70431832999998
239;NACIONAL GÁS BUTANO - BASE -  SALVADOR/BA;SALVADOR;BA;NACIONAL GAS BUTANO DISTRIBUIDORA LTDA;-12.90917167;-38.453145;177;-38.45314499999995;-12.909171669999978
240;NACIONAL GÁS BUTANO - BASE - JUAZEIRO/BA;JUAZEIRO;BA;NACIONAL GAS BUTANO DISTRIBUIDORA LTDA;-9.46420667;-40.49225;177;-40.492249999999956;-9.464206669999953
241;SUPERGASBRAS - BASE - JEQUIÉ/BA;JEQUIE;BA;SUPERGASBRAS ENERGIA LTDA;-13.84070954;-40.10854644;471.29;-40.10854643999994;-13.840709539999978
242;COPAGAZ - BASE - SÃO JOSÉ DOS CAMPOS/SP;SAO JOSE DOS CAMPOS;SP;COPAGAZ DISTRIBUIDORA DE GÁS S/A.;-23.18430833;-45.81135333;231.4;-45.811353329999974;-23.184308329999965
243;COMPANHIA ULTRAGAZ S.A.;SOROCABA;SP;COMPANHIA ULTRAGAZ S A;-23.42713917;-47.40074554;231.27;-47.400745539999946;-23.427139169999975
244;ULTRAGAZ - BASE - RIBEIRÃO PRETO/SP;RIBEIRAO PRETO;SP;COMPANHIA ULTRAGAZ S A;-21.146515;-47.879915;349;-47.87991499999998;-21.146514999999965
245;NACIONAL GÁS BUTANO - BASE - CANOAS/RS;CANOAS;RS;NACIONAL GAS BUTANO DISTRIBUIDORA LTDA;-29.876585;-51.17079167;492;-51.17079166999997;-29.876584999999977
246;GLP GAS - BASE DUQUE DE CAXIAS;DUQUE DE CAXIAS;RJ;GLP GAS DISTRIBUIDORA DE GAS LTDA.;-22.712401;-43.27079387;384;-43.27079386999998;-22.712400999999943
247;ULTRAGAZ - BASE - DUQUE DE CAXIAS/RJ;DUQUE DE CAXIAS;RJ;COMPANHIA ULTRAGAZ S A;-22.70995254;-43.28400995;875;-43.284009949999984;-22.70995253999996
248;SUPERGASBRAS- BASE- BELÉM/PA;BELEM;PA;SUPERGASBRAS ENERGIA LTDA;-1.40585912;-48.48461774;646.97;-48.484617739999976;-1.4058591199999455
249;COPAGAZ - BASE - CUIABÁ/MT;CUIABA;MT;COPAGAZ DISTRIBUIDORA DE GÁS S/A.;-15.64678167;-56.01023;232;-56.01022999999998;-15.646781669999939
250;COPAGAZ - BASE - UBERLÂNDIA/MG;UBERLANDIA;MG;COPAGAZ DISTRIBUIDORA DE GÁS S/A.;-18.86939125;-48.30119599;353.16;-48.30119598999994;-18.86939124999998
251;LIQUIGÁS - BASE - CASCAVEL/PR;CASCAVEL;PR;LIQUIGÁS DISTRIBUIDORA S.A.;-24.92745;-53.39290833;235.62;-53.392908329999955;-24.927449999999965
252;NACIONAL GÁS BUTANO - BASE - RECIFE/PE;RECIFE;PE;NACIONAL GAS BUTANO DISTRIBUIDORA LTDA;-8.1135252;-34.91339141;104;-34.913391409999974;-8.11352519999997
253;NACIONAL GÁS BUTANO - BASE - IPOJUCA/PE;IPOJUCA;PE;NACIONAL GAS BUTANO DISTRIBUIDORA LTDA;-8.39564833;-34.97051;1378.58;-34.97050999999993;-8.395648329999972
254;LIQUIGÁS - BASE - ARAUCÁRIA/PR;ARAUCARIA;PR;LIQUIGÁS DISTRIBUIDORA S.A.;-25.55509753;-49.36098974;705.53;-49.36098973999998;-25.555097529999955
255;NACIONAL GÁS BUTANO - BASE - FORTALEZA/CE;FORTALEZA;CE;NACIONAL GAS BUTANO DISTRIBUIDORA LTDA;-3.71288667;-38.469845;2007;-38.469844999999964;-3.712886669999932
256;NACIONAL GÁS - BASE - SÃO  LUÍS/MA;SAO LUIS;MA;NACIONAL GAS BUTANO DISTRIBUIDORA LTDA;-2.55730332;-44.34289668;1418;-44.34289667999997;-2.55730331999996
257;SUPERGASBRAS -BASE- BRASÍLIA/DF;BRASILIA;DF;SUPERGASBRAS ENERGIA LTDA;-15.79653;-47.976055;492.93;-47.976054999999974;-15.796529999999962
258;LIQUIGÁS - BASE - SÃO FRANCISCO DO CONDE/BA;SAO FRANCISCO DO CONDE;BA;LIQUIGÁS DISTRIBUIDORA S.A.;-12.709655;-38.58652167;1074.69;-38.58652166999997;-12.709654999999941
259;COPAGAZ - BASE - GOIÂNIA/GO;GOIANIA;GO;COPAGAZ DISTRIBUIDORA DE GÁS S/A.;-16.656865;-49.21930667;235.4;-49.21930666999998;-16.656864999999982
260;ULTRAGAZ - BASE - SÃO JOSÉ DO RIO PRETO/SP;SAO JOSE DO RIO PRETO;SP;COMPANHIA ULTRAGAZ S A;-20.809294;-49.423447;60;-49.42344699999995;-20.809293999999966
261;COPAGAZ - BASE - PAULINIA/SP;PAULINIA;SP;COPAGAZ DISTRIBUIDORA DE GÁS S/A.;-22.71831032;-47.14063949;477.7;-47.140639489999955;-22.718310319999944
262;COMPANHIA ULTRAGAZ S.A.;PAULINIA;SP;COMPANHIA ULTRAGAZ S A;-22.72043667;-47.14302833;928;-47.143028329999936;-22.72043666999997
263;LIQUIGÁS - BASE - PAULINIA/SP;PAULINIA;SP;LIQUIGÁS DISTRIBUIDORA S.A.;-22.71904;-47.14256167;1328.51;-47.142561669999964;-22.71903999999995
264;LIQUIGÁS - BASE - GURUPI/TO;GURUPI;TO;LIQUIGÁS DISTRIBUIDORA S.A.;-11.65220233;-49.05587693;177.83;-49.055876929999954;-11.652202329999966
265;SERVGAS - BASE - PRESIDENTE PRUDENTE/SP;PRESIDENTE PRUDENTE;SP;SERVGÁS DISTRIBUIDORA DE GÁS S. A.;-22.17446667;-51.37219;117.2;-51.37218999999993;-22.17446666999996
266;COPAGAZ - BASE - MAUÁ/SP;MAUA;SP;COPAGAZ DISTRIBUIDORA DE GÁS S/A.;-23.65786374;-46.47882833;502.66;-46.47882832999994;-23.657863739999982
267;COMPANHIA ULTRAGAZ S.A.;JOACABA;SC;COMPANHIA ULTRAGAZ S A;-27.17850152;-51.54434331;117.5;-51.54434330999993;-27.17850151999994
268;COPAGAZ - BASE - CANOAS/RS;CANOAS;RS;COPAGAZ DISTRIBUIDORA DE GÁS S/A.;-29.87647333;-51.17227;370.49;-51.17226999999997;-29.876473329999953
269;SUPERGASBRAS- BASE- CANOAS/RS;CANOAS;RS;SUPERGASBRAS ENERGIA LTDA;-29.87642667;-51.16799333;1187.4;-51.167993329999945;-29.876426669999944
270;SUPERGASBRAS - BASE - DUQUE DE CAXIAS/RJ II;DUQUE DE CAXIAS;RJ;SUPERGASBRAS ENERGIA LTDA;-22.71149072;-43.27813795;2041.13;-43.27813794999997;-22.711490719999972
271;NACIONAL GÁS BUTANO - BASE - TERESINA/PI;TERESINA;PI;NACIONAL GAS BUTANO DISTRIBUIDORA LTDA;-5.09597833;-42.76007833;118;-42.76007832999994;-5.09597832999998
272;COMPANHIA ULTRAGAZ S.A.;DOIS VIZINHOS;PR;COMPANHIA ULTRAGAZ S A;-25.762905;-53.067543;117;-53.067542999999944;-25.762904999999932
273;LIQUIGÁS - BASE - PASSO FUNDO/RS;PASSO FUNDO;RS;LIQUIGÁS DISTRIBUIDORA S.A.;-28.22693167;-52.47741333;237.66;-52.47741332999993;-28.226931669999942
274;LIQUIGÁS - BASE - PELOTAS/RS;PELOTAS;RS;LIQUIGÁS DISTRIBUIDORA S.A.;-31.70920384;-52.34174571;235.81;-52.34174570999994;-31.70920383999993
275;SUPERGASBRAS -BASE- CUIABÁ/MT;CUIABA;MT;SUPERGASBRAS ENERGIA LTDA;-15.67128167;-55.980445;219.03;-55.980444999999975;-15.671281669999928
276;LIQUIGÁS - BASE - CUIBÁ/MT;CUIABA;MT;LIQUIGÁS DISTRIBUIDORA S.A.;-15.67199276;-55.97704833;178.01;-55.977048329999946;-15.671992759999966
277;LIQUIGÁS - BASE - UBERLÂNDIA/MG;UBERLANDIA;MG;LIQUIGÁS DISTRIBUIDORA S.A.;-18.85159333;-48.29721333;177.78;-48.29721332999998;-18.851593329999957
278;NACIONAL GÁS - BASE- CABEDELO/PB;CABEDELO;PB;NACIONAL GAS BUTANO DISTRIBUIDORA LTDA;-6.96766167;-34.83700833;319;-34.83700832999995;-6.967661669999927
279;NACIONAL GÁS BUTANO - BASE - ARAUCARIA/PR;ARAUCARIA;PR;NACIONAL GAS BUTANO DISTRIBUIDORA LTDA;-25.55727059;-49.37077376;825;-49.37077375999996;-25.557270589999973
