OBJECTID_1;Nome da Base;Município;UF;Razão Social;Latitude;Longitude;Capaciade (m3);x;y
354;PETROSUL DISTRIBUIDORA TRANSPORTADORA E COMÉRCIO DE COMBUSTÍVEIS - PAULÍNIA/SP;PAULINIA;SP;PETROSUL DISTRIBUIDORA TRANSPORTADORA E COMÉRCIO DE COMBUSTÍVEIS LTDA;-22.72941;-47.14944167;11718.58;-47.14944166999993;-22.729409999999973
355;ATLANTA - BASE COMPARTILHADA - PAULINIA/SP;PAULINIA;SP;ATLANTA DISTRIBUIDORA DE PETRÓLEO LTDA.;-22.709475;-47.13794667;10110;-47.13794666999996;-22.70947499999994
356;VIBRA ENERGIA S.A.;PAULINIA;SP;VIBRA ENERGIA S.A.;-22.72954017;-47.1443705;34433.84;-47.14437049999998;-22.72954016999995
357;VIBRA ENERGIA S.A.;PRESIDENTE PRUDENTE;SP;VIBRA ENERGIA S.A.;-22.16369805;-51.37982921;8235.85;-51.37982920999997;-22.163698049999937
358;IPIRANGA - BASE - PRESIDENTE PRUDENTE/SP;PRESIDENTE PRUDENTE;SP;IPIRANGA PRODUTOS DE PETRÓLEO S.A;-22.14831167;-51.38785167;4822.56;-51.387851669999975;-22.14831166999994
359;ATEMS - BASE - MANAUS/AM;MANAUS;AM;ATEM' S DISTRIBUIDORA DE PETRÓLEO S.A.;-3.14781667;-59.95796167;77103.26;-59.957961669999975;-3.1478166699999406
360;VIBRA ENERGIA S.A.;LARANJEIRAS;SE;VIBRA ENERGIA S.A.;-10.775975;-37.14405;22601;-37.144049999999936;-10.77597499999996
361;REDE SOL FUEL - BASE - JARDINÓPOLIS/SP;JARDINOPOLIS;SP;REDE SOL FUEL DISTRIBUIDORA S/A.;-21.04013401;-47.81197815;3692;-47.81197814999996;-21.040134009999974
362;BASE DE BAURU;BAURU;SP;FLAG DISTRIBUIDORA DE PETRÓLEO LTDA.;-22.31327667;-49.019925;1440;-49.019924999999944;-22.313276669999937
363;BASE DE VILHENA;VILHENA;RO;PETRÓLEO SABBÁ S.A.;-12.801176;-60.084063;302;-60.08406299999996;-12.801175999999941
364;IPIRANGA (EX- COMPANHIA BRASILEIRA DE PETRÓLEO IPIRANGA);DUQUE DE CAXIAS;RJ;IPIRANGA PRODUTOS DE PETRÓLEO S.A;-22.702755;-43.285125;35718;-43.28512499999994;-22.702754999999968
365;TOBRAS - BASE - DUQUE DE CAXIA/RJ;DUQUE DE CAXIAS;RJ;TOBRAS DISTRIBUIDORA DE COMBUSTÍVEIS LTDA.;-22.71071833;-43.27505667;9727;-43.27505666999997;-22.710718329999963
366;PETRO AMAZON - BASE - BELÉM/PA;BELEM;PA;PETRO AMAZON PETRÓLEO DA AMAZONIA LTDA;-1.40975833;-48.49276333;5702;-48.492763329999946;-1.4097583299999314
367;FLEX DISTRIBUIDORA - BASE - CUIABÁ/MT;CUIABA;MT;FLEX DISTRIBUIDORA DE PETRÓLEO LTDA.;-15.668865;-55.98375167;3289.59;-55.98375166999995;-15.668864999999983
368;BASE DE UBERLÂNDIA;UBERLANDIA;MG;LIDERPETRO DISTRIBUIDORA DE PETRÓLEO LTDA;-18.99514167;-48.39144;6116.72;-48.39143999999993;-18.995141669999953
369;IPIRANGA - BASE - SANTAREM/PA;SANTAREM;PA;IPIRANGA PRODUTOS DE PETRÓLEO S.A;-2.42779333;-54.69779667;3986;-54.697796669999946;-2.427793329999929
370;DISTRIBUIDORA EQUATORIAL DE PRODUTOS DE PETRÓLEO LTDA;SANTAREM;PA;DISTRIBUIDORA EQUADOR DE PRODUTOS DE PETRÓLEO LTDA.;-2.418075;-54.73973333;809.8;-54.73973332999998;-2.4180749999999307
371;CIAPETRO - VARZEA GRANDE;VARZEA GRANDE;MT;CIAPETRO DISTRIBUIDORA DE COMBUSTÍVEIS LTDA;-15.7043891;-56.141339;3301;-56.14133899999996;-15.704389099999958
372;PETROLUZ - BASE DE COMBUSTÍVEIS - VARZEA GRANDE/MT;VARZEA GRANDE;MT;PETROLUZ DISTRIBUIDORA LTDA.;-15.6482385;-56.1905391;10937.55;-56.19053909999997;-15.648238499999934
373;UNI COMBUSTÍVEIS LTDA;PONTA GROSSA;PR;UNI COMBUSTÍVEIS LTDA;-25.09228;-50.196767;135;-50.196766999999966;-25.09227999999996
374;BASE DE SUAPE;IPOJUCA;PE;TEMAPE - TERMINAIS MARÍTIMOS DE PERNAMBUCO LTDA.;-8.40233;-34.964305;1750;-34.96430499999997;-8.40232999999995
375;VIBRA ENERGIA - BASE - VITÓRIA/ES;VITORIA;ES;VIBRA ENERGIA S.A.;-20.26536668;-40.24830605;117268;-40.24830604999994;-20.265366679999943
376;RAÍZEN - BASE - GOVERNADOR VALADARES/MG;GOVERNADOR VALADARES;MG;RAIZEN COMBUSTÍVEIS S.A.;-18.87235189;-41.96752022;3273.96;-41.96752021999998;-18.872351889999948
377;RIO BRANCO - BASE COMPART. - BETIM/MG;BETIM;MG;DISTRIBUIDORA RIO BRANCO DE PETRÓLEO LTDA.;-19.95967406;-44.0890292;8187.78;-44.08902919999997;-19.95967405999994
378;IPIRANGA - CONDOMÍNIO - BETIM/MG I;BETIM;MG;IPIRANGA PRODUTOS DE PETRÓLEO S.A;-19.95586696;-44.10276446;21107.69;-44.102764459999946;-19.95586695999998
379;ALCOOBRAS - BASE - SENADOR CANEDO/GO;SENADOR CANEDO;GO;ALCOOLBRAS - ÁLCOOL DO BRASIL DISTRIBUIDORA DE COMBUSTÍVEIS LTDA.;-16.70148667;-49.11171833;4034.73;-49.111718329999974;-16.70148666999995
380;BR (BARRO ALTO - GO);BARRO ALTO;GO;VIBRA ENERGIA S.A.;-15.06065035;-48.95217069;6762.48;-48.952170689999946;-15.060650349999946
381;TOTAL - BASE - SÃO FRANCISCO DO CONDE/BA II;SAO FRANCISCO DO CONDE;BA;TDC DISTRIBUIDORA DE COMBUSTÍVEIS S/A.;-12.72626667;-38.59724167;6747.18;-38.59724166999996;-12.726266669999973
382;PETROBAHIA - BASE - JUAZEIRO/BA;JUAZEIRO;BA;PETROBAHIA S/A;-9.46544167;-40.48460167;3399.75;-40.48460166999996;-9.465441669999962
383;CONDOMINIO PHL;CANDEIAS;BA;PETROSERRA DISTRIBUIDORA DE PETRÓLEO LTDA;-12.64981667;-38.5496;9718.67;-38.54959999999994;-12.64981666999995
384;RAIZEN - COMPARTILHADA - SÃO JOSÉ DOS CAMPOS/SP;SAO JOSE DOS CAMPOS;SP;RAIZEN COMBUSTÍVEIS S.A.;-23.18473333;-45.80881167;23110.11;-45.808811669999955;-23.184733329999972
385;CRUZ DE MALTA - BASE - PAULÍNIA/SP;PAULINIA;SP;CRUZ DE MALTA DISTRIBUIDORA DE PETRÓLEO LTDA.;-22.729725;-47.14988667;7265;-47.149886669999944;-22.729724999999974
386;RAIZEN - RIBEIRAO PRETO/SP;RIBEIRAO PRETO;SP;RAIZEN COMBUSTÍVEIS S.A.;-21.107515;-47.80892333;45175.26;-47.80892332999997;-21.107514999999978
387;REDEPETRO - BASE COMPARTILHADA - RIBEIRÃO PRETO/SP;RIBEIRAO PRETO;SP;REDEPETRO DISTRIBUIDORA DE PETRÓLEO LTDA.;-21.13659167;-47.86401667;12299.29;-47.864016669999955;-21.136591669999973
388;PDV BRASIL COMBUSTÍVEIS E LUBRIFICANTES LTDA.;PORTO VELHO;RO;PDV BRASIL COMBUSTÍVEIS E LUBRIFICANTES LTDA.;-8.72547333;-63.91911833;2287;-63.91911832999995;-8.725473329999943
389;VIBRA ENERGIA - BASE - PORTO VELHO/RO;PORTO VELHO;RO;VIBRA ENERGIA S.A.;-8.73090333;-63.91863667;29588;-63.918636669999955;-8.730903329999933
390;IDAZA - BASE - LAGES/SC;LAGES;SC;IDAZA DISTRIBUIDORA DE PETRÓLEO LTDA;-27.82052333;-50.29413;9099.35;-50.29412999999994;-27.820523329999958
391;AMERICANOIL DISTRIBUIDORA DE DERIVADOS DE PETRÓLEO LTDA.;LAGES;SC;AMERICANOIL DISTRIBUIDORA DE DERIVADOS DE PETRÓLEO EIRELI;-27.78712167;-50.30965;760;-50.309649999999976;-27.787121669999976
392;IPIRANGA - BASE - CANOAS/RS;CANOAS;RS;IPIRANGA PRODUTOS DE PETRÓLEO S.A;-29.86725333;-51.18721;44068;-51.187209999999936;-29.867253329999983
393;DISTRIBUIDORA DE PRODUTOS DE PETRÓLEO IPIRANGA S. A.;CRUZ ALTA;RS;IPIRANGA PRODUTOS DE PETRÓLEO S.A;-28.682805;-53.61420833;5948.85;-53.61420832999994;-28.682804999999973
394;RODOIL - RENASCENÇA;RENASCENCA;PR;RODOIL DISTRIBUIDORA DE COMBUSTÍVEIS LTDA;-26.158191;-52.963008;1678.56;-52.963007999999945;-26.15819099999993
395;IPIRANGA PRODUTOS DE PETRÓLEO - LONDRINA/PR;LONDRINA;PR;IPIRANGA PRODUTOS DE PETRÓLEO S.A;-23.27852;-51.21501667;10077.08;-51.215016669999955;-23.278519999999958
396;BASE DE BELÉM;BELEM;PA;PETRÓLEO SABBÁ S.A.;-1.40407;-48.48917667;47904.05;-48.48917666999995;-1.4040699999999333
397;BASE DE ITAITUBA;ITAITUBA;PA;PETRÓLEO SABBÁ S.A.;-4.27827245;-56.00991442;2133.86;-56.00991441999997;-4.2782724499999745
398;TOTAL - BASE INDIV. - UBERLÂNDIA/MG;UBERLANDIA;MG;TOTAL BRASIL DISTRIBUIDORA LTDA;-18.9873358;-48.3938824;325.1;-48.39388239999994;-18.987335799999983
399;BETUNEL - UBERLÂNDIA;UBERLANDIA;MG;BETUNEL INDÚSTRIA E COMÉRCIO LTDA.;-18.86773804;-48.29543433;779;-48.29543432999998;-18.86773803999995
400;MASUT - BASE COMPARTILHADA - UBERLÂNDIA/MG;UBERLANDIA;MG;DISTRIBUIDORA DE COMBUSTIVEIS MASUT LTDA;-18.84786333;-48.2843;5998.12;-48.28429999999997;-18.84786332999994
401;SIMARELLI - BASE - SINOP/MT;SINOP;MT;SIMARELLI DISTRIBUIDORA DE DERIVADOS DE PETRÓLEO LTDA.;-11.990965;-55.51641167;1014.1;-55.51641166999997;-11.99096499999996
402;ALPES - BASE COMPARTILHADA - IGUATEMI/MS;IGUATEMI;MS;ALPES DISTRIBUIDORA DE PETRÓLEO LTDA.;-23.675941;-54.56011;14100;-54.56010999999995;-23.675940999999966
403;DISTRIBUIDORA - VETOR - MANDAGUAÇU/PR;MANDAGUACU;PR;VETOR COMÉRCIO DE COMBUSTÍVEIS LTDA.;-23.346669;-52.095024;860;-52.09502399999997;-23.346668999999963
404;ESTRADA - BASE - CASCAVEL/PR;CASCAVEL;PR;ESTRADA DISTRIBUIDORA DE DERIVADOS DE PETRÓLEO LTDA.;-24.98313;-53.36271333;5912.97;-53.36271332999996;-24.98312999999996
405;MATRIZ;SAO MATEUS DO SUL;PR;RAVATO DISTRIBUIDORA DE COMBUSTIVEIS LTDA.;-25.866392;-50.399924;991.4;-50.39992399999994;-25.866391999999962
406;VIBRA ENERGIA - BASE COMPARTILHADA - IPOJUCA/PE;IPOJUCA;PE;VIBRA ENERGIA S.A.;-8.40069884;-34.96435077;128297;-34.96435076999995;-8.400698839999961
407;IDAZA - BASE COMPARTILHADA - ARAUCÁRIA/PR;ARAUCARIA;PR;IDAZA DISTRIBUIDORA DE PETRÓLEO LTDA;-25.56712167;-49.371425;8736;-49.37142499999993;-25.56712166999995
408;SIMARELLI - BASE - CAMPO GRANDE/MS;CAMPO GRANDE;MS;SIMARELLI DISTRIBUIDORA DE DERIVADOS DE PETRÓLEO LTDA.;-20.4503547;-54.6875525;800;-54.68755249999998;-20.450354699999934
409;RAIZEN - BASE COMPARTILHADA- BETIM/MG;BETIM;MG;RAIZEN COMBUSTÍVEIS S.A.;-19.95614402;-44.10171915;18791;-44.10171914999995;-19.956144019999954
410;VIBRA ENERGIA - BASE - SÃO LUÍS/MA;SAO LUIS;MA;VIBRA ENERGIA S.A.;-2.57310483;-44.36269586;73062;-44.362695859999974;-2.573104829999977
411;ATLÂNTICA - BASE - SERRA/ES;SERRA;ES;ATLÂNTICA PRODUTOS DE PETRÓLEO LTDA.;-20.18383167;-40.22745167;1076.12;-40.22745166999994;-20.18383166999996
412;ALESAT - BASE COMPARTILHADA - BRASILIA/DF;BRASILIA;DF;ALESAT COMBUSTÍVEIS S. A.;-15.79638833;-47.978615;5249.38;-47.978614999999934;-15.796388329999957
413;PETROSERRA - BASE - TEIXEIRA DE FREITAS/BA;TEIXEIRA DE FREITAS;BA;PETROSERRA DISTRIBUIDORA DE PETRÓLEO LTDA;-17.591353;-39.744881;153.1;-39.744880999999964;-17.59135299999997
414;LARCO - BASE  - LUIS EDUARDO MAGALHAES/BA;LUIS EDUARDO MAGALHAES;BA;LARCO COMERCIAL DE PRODUTOS DE PETRÓLEO LTDA.;-12.08878;-45.76364;91.7;-45.76363999999995;-12.088779999999929
415;VIBRA ENERGIA S.A.;CAMACARI;BA;VIBRA ENERGIA S.A.;-12.66129167;-38.31666667;28349;-38.31666666999996;-12.661291669999969
416;ASTER - SÃO JOSE DO RIO PRETO - SP;SAO JOSE DO RIO PRETO;SP;ASTER PETRÓLEO LTDA.;-20.7308;-49.341086;3809;-49.34108599999996;-20.73079999999993
417;RAIZEN - BASE - SÃO JOSÉ DO RIO PRETO/SP;SAO JOSE DO RIO PRETO;SP;RAIZEN COMBUSTÍVEIS S.A.;-20.79261667;-49.38827167;5268.61;-49.38827166999994;-20.792616669999973
418;IPIRANGA - BASE - SÃO JOSÉ DO RIO PRETO/SP;SAO JOSE DO RIO PRETO;SP;IPIRANGA PRODUTOS DE PETRÓLEO S.A;-20.793825;-49.38962167;2571.28;-49.38962166999994;-20.79382499999997
419;IPIRANGA - BASE - PAULÍNIA/SP (EX CHEVRON);PAULINIA;SP;IPIRANGA PRODUTOS DE PETRÓLEO S.A;-22.728635;-47.14841333;20061;-47.14841332999998;-22.72863499999994
420;TORRÃO - BASE - PAULÍNIA/SP II;PAULINIA;SP;DISTRIBUIDORA DE COMBUSTÍVEL TORRÃO LTDA.;-22.71272;-47.13490167;9503;-47.13490166999998;-22.712719999999933
421;VIBRA ENERGIA S.A.;BARUERI;SP;VIBRA ENERGIA S.A.;-23.50849263;-46.81555946;33123;-46.815559459999974;-23.508492629999978
422;BASE DE SENADOR GUIOMARD;SENADOR GUIOMARD;AC;DISTRIBUIDORA EQUADOR DE PRODUTOS DE PETRÓLEO LTDA.;-10.01323667;-67.727495;400;-67.72749499999998;-10.01323666999997
423;PETROZIL JC - BASE - PARAÍSO/SP;PARAISO;SP;PETROZIL JC DISTRIBUIDORA DE COMBUSTÍVEIS LTDA;-21.02884;-48.75928667;1984.56;-48.75928666999994;-21.028839999999946
424;RAIZEN MIME - BASE - IÇARA/SC;ICARA;SC;RAIZEN MIME COMBUSTIVEIS S/A.;-28.76964667;-49.30784;1506.97;-49.30783999999994;-28.76964666999993
425;BASE DE GUARARAPES;GUARARAPES;SP;CIAPETRO DISTRIBUIDORA DE COMBUSTÍVEIS LTDA;-21.208186;-50.645902;1113.36;-50.64590199999998;-21.208185999999955
426;BASE DE GUARULHOS - CONDOMÍNIO TEMOPE;GUARULHOS;SP;CARBOPETRO DISTRIBUIDORA DE PETRÓLEO LTDA.;-23.467935;-46.43959667;8025.34;-46.43959666999996;-23.467934999999954
427;STOCK - BASE (EX POOL JÓIA) - BAURU/SP;BAURU;SP;STOCK DISTRIBUIDORA DE PETRÓLEO LTDA;-22.31776892;-49.05218832;6698.09;-49.05218831999997;-22.317768919999935
428;ATEM'S - BASE - PORTO VELHO/RO;PORTO VELHO;RO;ATEM' S DISTRIBUIDORA DE PETRÓLEO S.A.;-8.7012;-63.917985;15058.9;-63.91798499999999;-8.701199999999972
429;VIBRA ENERGIA S.A.;VILHENA;RO;VIBRA ENERGIA S.A.;-12.741472;-60.130374;2840;-60.13037399999996;-12.74147199999993
430;REJAILE - BASE - ITAJAÍ/SC;ITAJAI;SC;REJAILE DISTRIBUIDORA DE PETRÓLEO LTDA;-26.948725;-48.7104;6493.18;-48.710399999999936;-26.948724999999968
431;MINUANO - BASE - DUQUE DE CAXIAS/RJ;DUQUE DE CAXIAS;RJ;MINUANO PETRÓLEO LTDA.;-22.70987907;-43.27403999;7413.47;-43.27403998999995;-22.709879069999943
432;RAIZEN - DUQUE DE CAXIAS/RJ;DUQUE DE CAXIAS;RJ;RAIZEN COMBUSTÍVEIS S.A.;-22.71074993;-43.28953714;32767.12;-43.289537139999936;-22.710749929999963
433;RODOPETRO - CAXIAS (EX ALCOM COMERCIO DE OLEOS LTDA);DUQUE DE CAXIAS;RJ;RODOPETRO DISTRIBUIDORA DE PETRÓLEO LTDA.;-22.66255882;-43.30094059;900;-43.30094058999998;-22.66255881999996
434;ALESAT - BASE - DUQUE DE CAXIAS/RJ;DUQUE DE CAXIAS;RJ;ALESAT COMBUSTÍVEIS S. A.;-22.70812833;-43.276795;9982;-43.276794999999936;-22.708128329999965
435;RAÍZEN - BASE - DUQUE DE CAXIAS/RJ;DUQUE DE CAXIAS;RJ;RAIZEN COMBUSTÍVEIS S.A.;-22.703375;-43.283525;72118.15;-43.28352499999994;-22.703374999999937
436;IDAZA-  BASE - GUARAPUAVA/PR;GUARAPUAVA;PR;IDAZA DISTRIBUIDORA DE PETRÓLEO LTDA;-25.39816667;-51.53696333;1538.13;-51.536963329999935;-25.398166669999966
437;RAÍZEN - BASE - ESTEIO/RS;ESTEIO;RS;RAIZEN COMBUSTÍVEIS S.A.;-29.86546;-51.17901167;27605.1;-51.179011669999966;-29.865459999999928
438;SUL COMBUSTÍVEIS LTDA.;SANTA MARIA;RS;SUL COMBUSTÍVEIS LTDA.;-29.70103333;-53.69585667;856.42;-53.695856669999955;-29.701033329999973
439;VIBRA ENERGIA S.A.;LONDRINA;PR;VIBRA ENERGIA S.A.;-23.278035;-51.21241333;20176.16;-51.21241332999995;-23.27803499999993
440;RAÍZEN - BASE - ALTO TAQUARI/MT;ALTO TAQUARI;MT;RAIZEN COMBUSTÍVEIS S.A.;-18.00531167;-53.179105;10802;-53.179104999999936;-18.00531166999997
441;VIBRA ENERGIA DISTRIBUIDORA - BASE - ALTO TAQUARI/MT;ALTO TAQUARI;MT;VIBRA ENERGIA S.A.;-17.99677333;-53.18402;12604;-53.184019999999975;-17.99677332999994
442;ROYAL FIC - BASE - CUIABÁ/MT;CUIABA;MT;ROYAL FIC DISTRIBUIDORA DE DERIVADOS DE PETRÓLEO S/A;-15.67393;-55.97290833;7704.49;-55.97290832999994;-15.673929999999928
443;VIBRA ENERGIA S.A.;CUIABA;MT;VIBRA ENERGIA S.A.;-15.669965;-55.982525;5361.03;-55.98252499999995;-15.669964999999934
444;BASE DE UBERABA;UBERABA;MG;DISTRIBUIDORA RIO BRANCO DE PETRÓLEO LTDA.;-19.98970405;-47.89991704;790.05;-47.899917039999934;-19.989704049999943
445;IPIRANGA - BASE - RONDONOPOLIS/MT;RONDONOPOLIS;MT;IPIRANGA PRODUTOS DE PETRÓLEO S.A;-16.69666833;-54.68565333;10745;-54.68565332999998;-16.696668329999966
446;SMALL DIST. DE DER. DE PET. LTDA. (EX- BUFFALO PETRÓLEO DO BRASIL LTDA.);SINOP;MT;SMALL DISTRIBUIDORA DE DERIVADOS DE PETRÓLEO LTDA.;-11.99371667;-55.51846167;996;-55.518461669999965;-11.99371666999997
447;RAIZEN - BASE - CABEDELO/PB;CABEDELO;PB;RAIZEN COMBUSTÍVEIS S.A.;-6.969495;-34.83946833;22370.5;-34.83946832999993;-6.969494999999938
448;ALPES - BASE - ARAUCÁRIA/PR;ARAUCARIA;PR;ALPES DISTRIBUIDORA DE PETRÓLEO LTDA.;-25.556975;-49.366305;6658.85;-49.366304999999954;-25.556974999999966
449;RAIZEN - ARAUCARIA/PR;ARAUCARIA;PR;RAIZEN COMBUSTÍVEIS S.A.;-25.55729833;-49.355545;192378.57;-49.35554499999995;-25.55729832999998
450;RAÍZEN - BASE - CAMPOGRANDE/MS;CAMPO GRANDE;MS;RAIZEN COMBUSTÍVEIS S.A.;-20.4527551;-54.6943638;7128.98;-54.69436379999996;-20.452755099999933
451;IPIRANGA - BASE - CAMPO GRANDE/MS;CAMPO GRANDE;MS;IPIRANGA PRODUTOS DE PETRÓLEO S.A;-20.4524707;-54.6877476;8206.2;-54.687747599999966;-20.452470699999935
452;SABBÁ -  BASE COMPARTILHADA - AÇAILANDIA/MA;ACAILANDIA;MA;PETRÓLEO SABBÁ S.A.;-4.90345805;-47.39614787;19885.48;-47.396147869999936;-4.9034580499999265
453;PETROSERRA - BASE - JEQUIÉ/BA;JEQUIE;BA;PETROSERRA DISTRIBUIDORA DE PETRÓLEO LTDA;-13.83902074;-40.10888688;5903.07;-40.10888687999994;-13.839020739999967
454;IPIRANGA - LÍQUIDOS - SÃO CAETANO DO SUL/SP;SAO CAETANO DO SUL;SP;IPIRANGA PRODUTOS DE PETRÓLEO S.A;-23.61187257;-46.55583256;29847.74;-46.55583255999994;-23.611872569999946
455;VIBRA ENERGIA - BASE - SÃO PAULO/SP;SAO PAULO;SP;VIBRA ENERGIA S.A.;-23.60947388;-46.58590685;53608;-46.58590684999996;-23.60947387999994
456;ROYAL FIC - BASE - PAULÍNIA/SP;PAULINIA;SP;ROYAL FIC DISTRIBUIDORA DE DERIVADOS DE PETRÓLEO S/A;-22.71085167;-47.14018;10197.72;-47.14017999999993;-22.710851669999954
457;VIBRA ENERGIA S.A.;RIO BRANCO;AC;VIBRA ENERGIA S.A.;-9.96511833;-67.79116833;7283.1;-67.79116832999995;-9.965118329999939
458;RUFF CJ DISTRIBUIDORA DE PETRÓLEO LTDA;RIBEIRAO PRETO;SP;RUFF CJ DISTRIBUIDORA DE PETRÓLEO LTDA;-21.132855;-47.86076167;9940;-47.86076166999993;-21.13285499999995
459;VIBRA ENERGIA S.A.;NATAL;RN;VIBRA ENERGIA S.A.;-5.769419;-35.20081;38330;-35.20080999999993;-5.769418999999971
460;RAIZEN MIME - BASE - IRANI/SC;IRANI;SC;RAIZEN MIME COMBUSTIVEIS S/A.;-26.99406167;-51.87288167;490;-51.87288166999997;-26.99406166999995
461;VIBRA ENERGIA S.A.;CANOAS;RS;VIBRA ENERGIA S.A.;-29.86776167;-51.17774;64464.95;-51.17773999999997;-29.867761669999936
462;CHARRUA - BASE - CORONEL BARROS/RS;CORONEL BARROS;RS;DISTRIBUIDORA DE PRODUTOS DE PETRÓLEO CHARRUA LTDA;-28.38310667;-54.081555;2581.44;-54.08155499999998;-28.38310666999996
463;BASE DE PIÇARRAS;BALNEARIO PICARRAS;SC;IDAZA DISTRIBUIDORA DE PETRÓLEO LTDA;-26.77629833;-48.68651333;1493.85;-48.68651332999997;-26.776298329999975
464;VIBRA ENERGIA - BASE - GUAMARÉ/RN;GUAMARE;RN;VIBRA ENERGIA S.A.;-5.135671;-36.389705;25500.42;-36.389704999999935;-5.135670999999945
465;BR - RAIZEN - POOL GUARAPUAVA;GUARAPUAVA;PR;VIBRA ENERGIA S.A.;-25.401835;-51.48736833;5578;-51.48736832999998;-25.40183499999995
466;IPIRANGA GUARAPUAVA (EX-CHEVRON BRASIL LTDA.);GUARAPUAVA;PR;IPIRANGA PRODUTOS DE PETRÓLEO S.A;-25.39455667;-51.48588333;6178.68;-51.48588332999998;-25.39455666999993
467;VIBRA ENERGIA S.A.;IJUI;RS;VIBRA ENERGIA S.A.;-28.4;-53.92197667;5834.3;-53.921976669999935;-28.399999999999977
468;PANTERA - BASE - UMUARAMA/PR;UMUARAMA;PR;PANTERA DISTRIBUIDORA DE COMBUSTÍVEIS S/A.;-23.74408;-53.25690833;770;-53.25690832999993;-23.74407999999994
469;BASE-PETROLIMP-BARRA MANSA;BARRA MANSA;RJ;76 OIL DISTRIBUIDORA DE COMBUSTÍVEIS S/A;-22.56073205;-44.12761498;2255;-44.127614979999976;-22.560732049999956
470;IPIRANGA - BASE - BELÉM/PA;BELEM;PA;IPIRANGA PRODUTOS DE PETRÓLEO S.A;-1.40475833;-48.49187167;21257;-48.491871669999966;-1.404758329999936
471;CIAPETRO - CIANORTE;CIANORTE;PR;CIAPETRO DISTRIBUIDORA DE COMBUSTÍVEIS LTDA;-23.673005;-52.589625;210;-52.589624999999955;-23.673004999999932
472;TOTAL - BASE INDIV. - BARRA DO GARÇAS/MT;BARRA DO GARCAS;MT;TOTAL BRASIL DISTRIBUIDORA LTDA;-15.877727;-52.3552354;2907.79;-52.35523539999997;-15.877726999999936
473;WATT - BASE - CUIABÁ/MT;CUIABA;MT;WATT DISTRIBUIDORA BRASILEIRA DE COMBUSTÍVEIS E DERIVADOS DE PETRÓLEO LTDA;-15.66824333;-55.95958833;1666.34;-55.959588329999974;-15.668243329999939
474;IDAZA - CUIABÁ;CUIABA;MT;IDAZA DISTRIBUIDORA DE PETRÓLEO LTDA;-15.66834167;-55.99063833;3060.48;-55.99063832999997;-15.668341669999961
475;BASE DE CUIABÁ;CUIABA;MT;PETROZARA DISTRIBUIDORA DE PETRÓLEO LTDA.;-15.64856833;-56.000805;1760;-56.00080499999996;-15.648568329999932
476;SIMARELLI - BASE - CUIABA/MT;CUIABA;MT;SIMARELLI DISTRIBUIDORA DE DERIVADOS DE PETRÓLEO LTDA.;-15.66893;-55.98101833;855.41;-55.98101832999998;-15.668929999999932
477;BASE DE SANTARÉM;SANTAREM;PA;PETRÓLEO SABBÁ S.A.;-2.41776;-54.73917167;5524;-54.73917166999996;-2.41775999999993
478;BASE DE RONDONÓPOLIS - RAÍZEN;RONDONOPOLIS;MT;RAIZEN COMBUSTÍVEIS S.A.;-16.69684667;-54.68712833;21957.11;-54.68712832999995;-16.696846669999957
479;BASE DE CASCAVEL;CASCAVEL;PR;BRASOIL DISTRIBUIDORA DE PETRÓLEO LTDA.;-25.01262667;-53.53536;1038;-53.53535999999997;-25.012626669999975
480;IPIRANGA - BASE - MONTES CLAROS/MG;MONTES CLAROS;MG;IPIRANGA PRODUTOS DE PETRÓLEO S.A;-16.68563659;-43.86286869;5657.26;-43.86286868999997;-16.685636589999945
481;CHEVRON BRASIL LTDA.;ALMEIRIM;PA;IPIRANGA PRODUTOS DE PETRÓLEO S.A;0;0;12769;NaN;NaN
482;RIO GRANDE - PASSOS - MG (EX REAL MINAS PETRÓLEO LTDA).;PASSOS;MG;REDE SOL FUEL DISTRIBUIDORA S/A.;-20.73686714;-46.65142714;2273;-46.65142713999995;-20.73686713999996
483;ROYAL FIC - BASE - CAMPO GRANDE/MS;CAMPO GRANDE;MS;ROYAL FIC DISTRIBUIDORA DE DERIVADOS DE PETRÓLEO S/A;-20.4610183;-54.550251;840;-54.550250999999946;-20.461018299999978
484;IPIRANGA - BASE - SÃO LUÍS/MA;SAO LUIS;MA;IPIRANGA PRODUTOS DE PETRÓLEO S.A;-2.57520983;-44.36451066;19340;-44.36451065999995;-2.575209829999949
485;RAIZEN - BASE COMPARTILHADA - BRASILIA/DF;BRASILIA;DF;RAIZEN COMBUSTÍVEIS S.A.;-15.79953322;-47.97801267;26835.14;-47.97801266999994;-15.799533219999944
486;PETROSUL - BASE COMPART. -  SENADOR CANEDO/GO;SENADOR CANEDO;GO;PETROSUL DISTRIBUIDORA TRANSPORTADORA E COMÉRCIO DE COMBUSTÍVEIS LTDA;-16.71168251;-49.10592631;12412;-49.10592630999997;-16.711682509999946
487;PETRONOL - BASE COMPARTILHADA - FEIRA DE SANTANA/BA;FEIRA DE SANTANA;BA;PETRONOL DISTRIBUIDORA DE PETRÓLEO E ETANOL LTDA.;-12.358345;-38.84326833;12441.06;-38.843268329999944;-12.358344999999929
488;VIBRA ENERGIA S.A.;CRATO;CE;VIBRA ENERGIA S.A.;-7.22068639;-39.37447898;7778;-39.374478979999935;-7.220686389999969
