categoria;planta;2023-01;2023-02;2023-03;2023-04;2023-05;2023-06;2023-07;2023-08;2023-09;2023-10;2023-11;2023-12;2024-01;2024-02;2024-03;2024-04;2024-05;2024-06;2024-07;2024-08;2024-09;2024-10;2024-11;2024-12;2025-01;2025-02;2025-03;2025-04;2025-05;2025-06;2025-07;2025-08;2025-09;2025-10;2025-11;2025-12;2026-01;2026-02;2026-03;2026-04;2026-05;2026-06;2026-07;2026-08;2026-09;2026-10;2026-11;2026-12;2027-01;2027-02;2027-03;2027-04;2027-05;2027-06;2027-07;2027-08;2027-09;2027-10;2027-11;2027-12;2028-01;2028-02;2028-03;2028-04;2028-05;2028-06;2028-07;2028-08;2028-09;2028-10;2028-11;2028-12;2029-01;2029-02;2029-03;2029-04;2029-05;2029-06;2029-07;2029-08;2029-09;2029-10;2029-11;2029-12;2030-01;2030-02;2030-03;2030-04;2030-05;2030-06;2030-07;2030-08;2030-09;2030-10;2030-11;2030-12;2031-01;2031-02;2031-03;2031-04;2031-05;2031-06;2031-07;2031-08;2031-09;2031-10;2031-11;2031-12;2032-01;2032-02;2032-03;2032-04;2032-05;2032-06;2032-07;2032-08;2032-09;2032-10;2032-11;2032-12;2033-01;2033-02;2033-03;2033-04;2033-05;2033-06;2033-07;2033-08;2033-09;2033-10;2033-11;2033-12;2034-01;2034-02;2034-03;2034-04;2034-05;2034-06;2034-07;2034-08;2034-09;2034-10;2034-11;2034-12;2035-01;2035-02;2035-03;2035-04;2035-05;2035-06;2035-07;2035-08;2035-09;2035-10;2035-11;2035-12;2036-01;2036-02;2036-03;2036-04;2036-05;2036-06;2036-07;2036-08;2036-09;2036-10;2036-11;2036-12;2037-01;2037-02;2037-03;2037-04;2037-05;2037-06;2037-07;2037-08;2037-09;2037-10;2037-11;2037-12;2038-01;2038-02;2038-03;2038-04;2038-05;2038-06;2038-07;2038-08;2038-09;2038-10;2038-11;2038-12
sga;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44509.62;17239.05;50005.96;109608.93;109954.44;90662.57;202670.63;224858.02;327068.3111;238155.286;140052.2384;153583.8384;361629.0484;160406.0884;173406.0884;326190.0187;147217.0187;143217.0187;330092.0187;388217.0187;148217.0187;338659.2583;158083.3008;152890.6061;377604.4685;158083.3008;158083.3008;342813.4141;158083.3008;152890.6061;342813.4141;407332.6455;158083.3008;355935.9761;164134.5748;158743.1089;392058.798;164134.5748;164134.5748;355935.9761;164134.5748;158743.1089;355935.9761;422924.9405;164134.5748;368673.693;170008.3833;164423.9754;406089.2257;170008.3833;170008.3833;368673.693;170008.3833;164423.9754;368673.693;438059.9607;170008.3833;382089.849;176195.0438;170407.4175;420866.9451;176195.0438;176195.0438;382089.849;176195.0438;170407.4175;382089.849;454001.1056;176195.0438;395265.3347;182270.7228;176283.5236;435379.5694;182270.7228;182270.7228;395265.3347;182270.7228;176283.5236;395265.3347;469656.2849;182270.7228;408767.1279;188496.8737;182305.1589;450251.6171;188496.8737;188496.8737;408767.1279;188496.8737;182305.1589;408767.1279;485699.1843;188496.8737;422545.7618;194850.6856;188450.2618;465428.6012;194850.6856;194850.6856;422545.7618;194850.6856;188450.2618;422545.7618;502071.0274;194850.6856;436527.8543;201298.3193;194686.1047;480829.6923;201298.3193;201298.3193;436527.8543;201298.3193;194686.1047;436527.8543;518684.621;201298.3193;451008.4486;207975.8297;201144.2733;496779.8764;207975.8297;207975.8297;451008.4486;207975.8297;201144.2733;451008.4486;535890.5368;207975.8297;465618.772;214713.1628;207660.2995;512872.9556;214713.1628;214713.1628;465618.772;214713.1628;207660.2995;465618.772;553250.5976;214713.1628;481659.704;222110.1997;214814.3598;530541.8313;222110.1997;222110.1997;481659.704;222110.1997;214814.3598;481659.704;572310.5148;222110.1997;498253.2588;229762.0703;222214.883;548819.4137;229762.0703;229762.0703
sga;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
sga;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1038538.9365;0;0;0;0;0;0;0;0;0;0;0;1078293.1906;0;0;0;0;0;0;0;0;0;0;0;1116881.5726;0;0;0;0;0;0;0;0;0;0;0;1157525.2574;0;0;0;0;0;0;0;0;0;0;0;1197439.8417;0;0;0;0;0;0;0;0;0;0;0;1238342.9609;0;0;0;0;0;0;0;0;0;0;0;1280084.7577;0;0;0;0;0;0;0;0;0;0;0;1322442.9236;0;0;0;0;0;0;0;0;0;0;0;1366311.2797;0;0;0;0;0;0;0;0;0;0;0;1410572.6451;0;0;0;0;0;0;0;0;0;0;0;1459167.9795;0;0;0;0;0;0;0;0;0;0;0
sga;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;345833.4659;0;0;0;0;0;0;0;0;0;0;0;359071.6325;0;0;0;0;0;0;0;0;0;0;0;371921.5637;0;0;0;0;0;0;0;0;0;0;0;385455.9107;0;0;0;0;0;0;0;0;0;0;0;398747.4673;0;0;0;0;0;0;0;0;0;0;0;412368.206;0;0;0;0;0;0;0;0;0;0;0;426268.2243;0;0;0;0;0;0;0;0;0;0;0;440373.4936;0;0;0;0;0;0;0;0;0;0;0;454981.6562;0;0;0;0;0;0;0;0;0;0;0;469720.6908;0;0;0;0;0;0;0;0;0;0;0;485902.9372;0;0;0;0;0;0;0;0;0;0;0;502642.6746;0;0;0;0;0
distribuicao;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;117273.73;5710.81;424788.69;732680.98;339714.66;175999.91;254187.55;469612.27;233518.1;373281.77;493880.67;594108.88;453711.54;978465.03;1280423.05;1424655.6496;470454.7969;584278.24;779297.56;435864.51;826060.02;576892.498;454598.7091;569782.2924;569180.6819;569180.6819;620918.6357;794301.1129;758095.8423;869001.805;813751.6279;802404.2595;802404.2595;812972.7031;812972.7031;812972.7031;804122.5452;870498.7294;804122.5452;1020058.453;1094867.1511;1094867.1511;1106734.0596;1196249.5076;1126270.3596;1169382.8867;1169382.8867;1169382.8867;1182041.1112;1201028.4478;1169382.8867;1169382.8867;1169382.8867;1169382.8867;1169382.8867;1169382.8867;1169382.8867;1211231.0538;1211231.0538;1211231.0538;1211231.0538;1364854.9531;1211231.0538;1211231.0538;1211231.0538;1211231.0538;1211231.0538;1211231.0538;1211231.0538;1255308.147;1255308.147;1255308.147;1255308.147;1255308.147;1255308.147;1255308.147;1255308.147;1255308.147;1255308.147;1255308.147;1255308.147;1298594.5484;1298594.5484;1298594.5484;1298594.5484;1298594.5484;1298594.5484;1298594.5484;1298594.5484;1298594.5484;1298594.5484;1298594.5484;1298594.5484;1342952.9919;1342952.9919;1342952.9919;1342952.9919;1342952.9919;1342952.9919;1347132.3994;1342952.9919;1342952.9919;1342952.9919;1342952.9919;1342952.9919;1388220.961;1388220.961;1388220.961;1388220.961;1388220.961;1388220.961;1388220.961;1388220.961;1388220.961;1388220.961;1388220.961;1388220.961;1434157.3675;1434157.3675;1434157.3675;1438565.5106;1434157.3675;1434157.3675;1434157.3675;1434157.3675;1434157.3675;1434157.3675;1434157.3675;1434157.3675;1481731.5388;1481731.5388;1481731.5388;1481731.5388;1481731.5388;1481731.5388;1481731.5388;1481731.5388;1481731.5388;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
distribuicao;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;163480.14;0;0;286003.76;328066.36;215080.88;0;0;351982.71;1115176.91;463364.15;393045.25;566411.51;402990.08;611494.33;385504.5504;342565.6631;735906.83;470048.57;514431.35;173765.15;439433.6959;286483.4446;267587.9412;397465.4385;397265.5867;354200.3335;452865.2983;519595.8592;519595.8592;568326.3587;560221.0956;560221.0956;671718.5888;679003.0355;679003.0355;671417.1859;728311.058;671417.1859;724888.7058;737984.9663;737984.9663;737984.9663;805814.5965;753887.6497;782745.7311;780158.8717;780158.8717;788597.6879;801255.9123;780158.8717;780158.8717;769535.4132;769535.4132;769535.4132;769535.4132;769535.4132;797074.4228;797074.4228;797074.4228;797074.4228;899490.3557;797074.4228;780084.8349;780084.8349;780084.8349;780084.8349;780084.8349;780084.8349;808472.3766;808472.3766;808472.3766;808472.3766;808472.3766;808472.3766;808472.3766;808472.3766;808472.3766;808472.3766;808472.3766;808472.3766;836350.6787;836350.6787;836350.6787;836350.6787;836350.6787;836350.6787;836350.6787;836350.6787;836350.6787;836350.6787;836350.6787;836350.6787;864919.422;864919.422;864919.422;864919.422;864919.422;864919.422;861190.581;858404.3093;858404.3093;858404.3093;858404.3093;858404.3093;887339.2162;887339.2162;887339.2162;887339.2162;887339.2162;887339.2162;887339.2162;887339.2162;887339.2162;887339.2162;887339.2162;887339.2162;916701.3827;916701.3827;916701.3827;919640.1447;916701.3827;916701.3827;916701.3827;916701.3827;916701.3827;916701.3827;916701.3827;916701.3827;947110.3946;947110.3946;947110.3946;947110.3946;947110.3946;947110.3946;938045.1313;938045.1313;938045.1313;938045.1313;938045.1313;938045.1313;968432.9052;968432.9052;968432.9052;968432.9052;968432.9052;968432.9052;968432.9052;968432.9052;968432.9052;968432.9052;968432.9052;968432.9052;1001796.1786;1001796.1786;940156.8625;940156.8625;940156.8625;940156.8625;721851.6422;721851.6422;721851.6422;721851.6422;721851.6422;721851.6422;746719.9976;746719.9976;746719.9976;746719.9976;746719.9976;746719.9976
distribuicao;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5640.18;264482.65;314504.43;335505.63;252441.42;237177.4012;352464.2919;442838.0538;432239.615;455166.0142;566456.1725;410910.943;633930.94;497240.3047;477447.4741;448457.6954;448457.6954;480729.8175;480729.8175;480729.8175;538087.913;585499.4731;538087.913;962589.2519;962589.2519;962589.2519;962589.2519;1031825.181;962589.2519;992596.8644;992596.8644;992596.8644;1003848.6194;1020726.252;1002787.5757;863588.8434;863588.8434;863588.8434;863588.8434;863588.8434;863588.8434;894493.6997;894493.6997;894493.6997;894493.6997;1013978.9548;751297.5365;840094.1664;840094.1664;840094.1664;840094.1664;840094.1664;840094.1664;870665.4672;870665.4672;870665.4672;870665.4672;870665.4672;870665.4672;754598.9662;769888.5009;769888.5009;769888.5009;769888.5009;769888.5009;796436.3272;796436.3272;796436.3272;796436.3272;796436.3272;796436.3272;796436.3272;796436.3272;796436.3272;796436.3272;796436.3272;796436.3272;823641.6438;823641.6438;823641.6438;823641.6438;823641.6438;823641.6438;826427.9155;823641.6438;823641.6438;823641.6438;823641.6438;823641.6438;851404.7782;851404.7782;851404.7782;851404.7782;851404.7782;851404.7782;851404.7782;851404.7782;851404.7782;851404.7782;851404.7782;851404.7782;879577.8697;879577.8697;879577.8697;882516.6317;879577.8697;879577.8697;879577.8697;879577.8697;879577.8697;879577.8697;879577.8697;879577.8697;908755.4126;908755.4126;908755.4126;908755.4126;908755.4126;908755.4126;908755.4126;908755.4126;908755.4126;908755.4126;908755.4126;908755.4126;938194.3522;938194.3522;938194.3522;938194.3522;938194.3522;938194.3522;938194.3522;938194.3522;938194.3522;938194.3522;938194.3522;938194.3522;970515.8838;970515.8838;970515.8838;970515.8838;970515.8838;970515.8838;840512.3787;840512.3787;840512.3787;840512.3787;840512.3787;840512.3787;869468.6896;869468.6896;869468.6896;869468.6896;869468.6896;869468.6896
distribuicao;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
distribuicao;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1271356.5835;1271356.5835;1271356.5835;1285421.2773;1306518.318;1271356.5835;1947428.5774;1947428.5774;1947428.5774;1947428.5774;1947428.5774;1947428.5774;2017120.3074;2017120.3074;2017120.3074;2017120.3074;2273160.1396;2017120.3074;4796684.5045;4796684.5045;4796684.5045;4796684.5045;4796684.5045;4796684.5045;4971237.4186;4971237.4186;4971237.4186;4971237.4186;4971237.4186;4971237.4186;4971237.4186;4971237.4186;4971237.4186;4971237.4186;4971237.4186;4971237.4186;5142659.0563;5142659.0563;5142659.0563;5142659.0563;5142659.0563;5142659.0563;5142659.0563;5142659.0563;5142659.0563;5142659.0563;5142659.0563;5142659.0563;5318326.1661;5318326.1661;5318326.1661;5318326.1661;5318326.1661;5318326.1661;5334579.4175;5318326.1661;5318326.1661;5318326.1661;5318326.1661;5318326.1661;5497595.1547;5497595.1547;5497595.1547;5497595.1547;5497595.1547;5497595.1547;5497595.1547;5497595.1547;5497595.1547;5497595.1547;5497595.1547;5497595.1547;5679511.2711;5679511.2711;5679511.2711;5696654.0498;5679511.2711;5679511.2711;5679511.2711;5679511.2711;5679511.2711;5679511.2711;5679511.2711;5679511.2711;5867913.2191;5867913.2191;5867913.2191;5867913.2191;5867913.2191;5867913.2191;5867913.2191;5867913.2191;5867913.2191;5867913.2191;5867913.2191;5867913.2191;6058003.0285;6058003.0285;6058003.0285;6058003.0285;6058003.0285;6058003.0285;6058003.0285;6058003.0285;6058003.0285;6058003.0285;6058003.0285;6058003.0285;6266705.9861;6266705.9861;6266705.9861;6266705.9861;6266705.9861;6266705.9861;5558421.7139;5558421.7139;5558421.7139;5558421.7139;5558421.7139;5558421.7139;5749913.7033;5749913.7033;5749913.7033;5749913.7033;5749913.7033;5749913.7033
distribuicao;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;407060.229;521969.8946;521969.8946;656802.2644;656802.2644;656802.2644;650480.723;697892.2832;650480.723;1693410.0725;1693410.0725;1693410.0725;1693410.0725;1805918.4573;1693410.0725;1758232.1527;1758232.1527;1758232.1527;1776516.2547;1803942.4076;1999050.0678;2136705.3066;2190081.6184;2190081.6184;2190081.6184;2190081.6184;2190081.6184;2268457.061;2268457.061;2268457.061;2268457.061;2541566.2154;2268457.061;3197847.8243;3197847.8243;3197847.8243;3197847.8243;3197847.8243;3197847.8243;3314218.55;3314218.55;3314218.55;3314218.55;3314218.55;3314218.55;3314218.55;3358050.2851;3358050.2851;3358050.2851;3358050.2851;3358050.2851;3473844.8913;3473844.8913;3473844.8913;3473844.8913;3473844.8913;3473844.8913;3596365.9312;3596365.9312;3596365.9312;3596365.9312;3596365.9312;3596365.9312;3719213.5092;3719213.5092;3719213.5092;3719213.5092;3719213.5092;3719213.5092;3730358.5958;3719213.5092;3865093.6647;3865093.6647;3865093.6647;3865093.6647;3995377.4063;3995377.4063;3995377.4063;3995377.4063;3995377.4063;3995377.4063;3995377.4063;3995377.4063;3995377.4063;3995377.4063;3995377.4063;3995377.4063;4127584.9481;4127584.9481;4127584.9481;4139829.79;4127584.9481;4309121.3494;4309121.3494;4309121.3494;4309121.3494;4309121.3494;4309121.3494;4309121.3494;4452064.4334;4452064.4334;4452064.4334;4452064.4334;4452064.4334;4452064.4334;4452064.4334;4452064.4334;4452064.4334;4452064.4334;4452064.4334;4452064.4334;4596288.1203;4596288.1203;4596288.1203;4596288.1203;4596288.1203;4596288.1203;4596288.1203;4596288.1203;4596288.1203;4596288.1203;4596288.1203;4596288.1203;4754633.8524;4754633.8524;4754633.8524;4754633.8524;4754633.8524;4754633.8524;0;0;0;0;0;0;0;0;0;0;0;0
regas;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21346.04;11613.34;6683.74;0;0;0;40036.611;24185.8044;78774.72;53346.4;31685.25;47147.47;51993.1566;90500;157307.2941;169043.0445;143575.7143;205543.8235;168004.6176;237312.4426;193127.4667;287817.7143;221850.3264;210391.8621;219747.8287;219747.8287;219088.2977;230803.4819;219660.9414;220262.9414;227276.2824;251841.0956;252971.9956;275404.2336;265148.3518;264530.3245;375995.6796;280022.9456;279558.5456;280022.9456;279584.9319;280050.2115;346515.233;298095.4523;299326.1123;298915.8923;299350.1063;298939.1123;310468.2601;310468.2601;310056.4921;297703.4521;297703.4521;297703.4521;432082.3678;304853.4521;304853.4521;304853.4521;304853.4521;304853.4521;316538.5115;316538.5115;316538.5115;316538.5115;316538.5115;316538.5115;316538.5115;316538.5115;316538.5115;316538.5115;316538.5115;316538.5115;328013.9545;328013.9545;328013.9545;328013.9545;328013.9545;328013.9545;328013.9545;328013.9545;328013.9545;328013.9545;328013.9545;328013.9545;339773.6013;339773.6013;339773.6013;339773.6013;339773.6013;339773.6013;345710.4897;339996.204;339996.204;339996.204;339996.204;339996.204;351996.9706;351996.9706;351996.9706;351996.9706;351996.9706;351996.9706;351996.9706;351996.9706;351996.9706;351996.9706;351996.9706;351996.9706;364174.9433;364174.9433;364174.9433;364174.9433;364174.9433;364174.9433;364174.9433;364174.9433;364174.9433;364174.9433;364174.9433;364174.9433;376787.0957;376787.0957;376787.0957;376787.0957;376787.0957;376787.0957;376787.0957;376787.0957;376787.0957;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
regas;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31750.64;0;14428.07;0;298.25;0;0;0;0;0;0;148361.069;156285.0356;82175.04;146530.53;87753.72;97401.72;77466.9434;51000;88701.0588;113880.3563;91863.5714;126061.3529;119508.3118;210414.7655;150271.7333;248976.5714;183608.823;171837.7931;172011.354;172011.354;171104.4989;182449.3637;171891.8839;172719.6339;156067.1828;183426.1941;184839.8191;193585.1467;185447.2982;184760.6012;275765.7154;197796.0108;197280.0108;197796.0108;197309.329;197826.3063;263688.2977;223986.9019;225354.3019;224898.5019;225380.9619;224924.3019;233897.066;233897.066;233439.546;219713.946;219713.946;219713.946;351697.5965;240372.2953;240372.2953;240372.2953;240372.2953;240372.2953;249842.2739;249842.2739;249842.2739;249842.2739;249842.2739;249842.2739;249842.2739;249842.2739;249842.2739;249842.2739;249842.2739;249842.2739;259142.372;259142.372;259142.372;259142.372;259142.372;259142.372;259142.372;259142.372;259142.372;259142.372;259142.372;259142.372;268672.7988;268672.7988;268672.7988;268672.7988;268672.7988;268672.7988;288619.6482;283262.5054;283262.5054;283262.5054;283262.5054;283262.5054;293530.9874;293530.9874;293530.9874;293530.9874;293530.9874;293530.9874;293530.9874;293530.9874;293530.9874;293530.9874;293530.9874;293530.9874;303951.0962;303951.0962;303951.0962;303951.0962;303951.0962;303951.0962;303951.0962;303951.0962;303951.0962;303951.0962;303951.0962;303951.0962;314742.7118;314742.7118;314742.7118;314742.7118;314742.7118;314742.7118;314742.7118;314742.7118;314742.7118;311737.5748;311737.5748;311737.5748;322625.8707;322625.8707;322625.8707;322625.8707;322625.8707;322625.8707;322625.8707;322625.8707;322625.8707;322625.8707;322625.8707;322625.8707;334580.3229;334580.3229;302478.6274;302478.6274;302478.6274;302478.6274;168798.9253;168798.9253;168798.9253;168798.9253;168798.9253;168798.9253;175509.9011;175509.9011;175509.9011;175509.9011;175509.9011;175509.9011
regas;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;161361.27;70402.22;102077.35;46570.26;60380.67;65500;66171.6471;72558.5992;71575.7143;102543.8235;58002.7706;114964.3918;61483.2;123948.5714;92198.1207;86807.4138;92490.4926;92490.4926;92078.2857;111546.345;105419.1693;105870.6693;116562.9234;103265.6936;104255.2311;109626.9604;104680.4665;104199.7786;160341.3055;112362.5124;112001.3124;112362.5124;112021.8351;112383.7192;175548.9881;147919.019;149012.939;148648.299;149034.267;148668.939;154728.0872;154728.0872;154362.0712;143381.5912;143381.5912;141706.2688;241969.1239;162451.0516;162451.0516;162451.0516;162451.0516;162451.0516;168954.0412;168954.0412;168954.0412;168954.0412;168954.0412;168954.0412;167217.7533;168954.0412;168954.0412;168954.0412;168954.0412;168954.0412;175340.3747;175340.3747;175340.3747;175340.3747;175340.3747;175340.3747;175340.3747;175340.3747;175340.3747;175340.3747;175340.3747;175340.3747;181884.8737;181884.8737;181884.8737;181884.8737;181884.8737;181884.8737;185678.9051;182107.4765;182107.4765;182107.4765;182107.4765;182107.4765;188786.164;188786.164;188786.164;188786.164;188786.164;188786.164;188786.164;188786.164;188786.164;188786.164;188786.164;188786.164;195563.4705;195563.4705;195563.4705;195563.4705;195563.4705;195563.4705;195563.4705;195563.4705;195563.4705;195563.4705;195563.4705;195563.4705;202582.4075;202582.4075;202582.4075;202582.4075;202582.4075;202582.4075;202582.4075;202582.4075;202582.4075;200328.5548;200328.5548;200328.5548;207410.3732;207410.3732;207410.3732;207410.3732;207410.3732;207410.3732;207410.3732;207410.3732;207410.3732;207410.3732;207410.3732;207410.3732;215185.6267;215185.6267;215185.6267;215185.6267;215185.6267;215185.6267;189197.8299;189197.8299;189197.8299;189197.8299;189197.8299;189197.8299;196512.0395;196512.0395;196512.0395;196512.0395;196512.0395;196512.0395
regas;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
regas;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;205258.2013;139291.5263;138723.9263;139291.5263;138756.1763;139324.8513;270650.4127;224377.0077;226428.1077;225744.4077;226468.0977;225783.1077;235248.3562;235248.3562;234562.0762;213973.6762;213973.6762;213973.6762;772435.9072;510026.2687;510026.2687;510026.2687;510026.2687;510026.2687;530754.5479;530754.5479;530754.5479;530754.5479;530754.5479;530754.5479;530754.5479;530754.5479;530754.5479;530754.5479;530754.5479;530754.5479;551110.986;551110.986;551110.986;551110.986;551110.986;551110.986;551110.986;551110.986;551110.986;551110.986;551110.986;551110.986;571971.5767;571971.5767;571971.5767;571971.5767;571971.5767;571971.5767;584573.5011;572787.7868;572787.7868;572787.7868;572787.7868;572787.7868;594076.1031;594076.1031;594076.1031;594076.1031;594076.1031;594076.1031;594076.1031;594076.1031;594076.1031;594076.1031;594076.1031;594076.1031;615678.7678;615678.7678;615678.7678;615678.7678;615678.7678;615678.7678;615678.7678;615678.7678;615678.7678;615678.7678;615678.7678;615678.7678;638051.6294;638051.6294;638051.6294;638051.6294;638051.6294;638051.6294;638051.6294;638051.6294;638051.6294;629787.5027;629787.5027;629787.5027;652360.799;652360.799;652360.799;652360.799;652360.799;652360.799;652360.799;652360.799;652360.799;652360.799;652360.799;652360.799;677144.4195;677144.4195;677144.4195;677144.4195;677144.4195;677144.4195;550930.8462;550930.8462;550930.8462;550930.8462;550930.8462;550930.8462;572697.5318;572697.5318;572697.5318;572697.5318;572697.5318;572697.5318
regas;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59369.1429;57591.8299;53945.931;68084.8276;68084.8276;67672.6207;72460.8271;68030.523;68406.773;92176.6052;80417.837;81407.3745;86097.2856;81832.6099;81351.922;130618.8553;88640.0622;88278.8622;88640.0622;88299.3849;88661.269;158580.3569;133901.2075;134995.1275;134630.4875;135016.4555;134651.1275;140208.6267;140208.6267;139842.6107;128862.1307;128862.1307;128862.1307;251890.8249;172372.7526;172372.7526;172372.7526;172372.7526;172372.7526;179302.5008;179302.5008;179302.5008;179302.5008;179302.5008;179302.5008;179302.5008;181038.7887;181038.7887;181038.7887;181038.7887;181038.7887;187904.0972;187904.0972;187904.0972;187904.0972;187904.0972;187904.0972;189700.257;189700.257;189700.257;189700.257;189700.257;189700.257;196796.9482;196796.9482;196796.9482;196796.9482;196796.9482;196796.9482;200615.7131;197044.2845;197044.2845;197044.2845;197044.2845;197044.2845;204286.4863;204286.4863;204286.4863;204286.4863;204286.4863;204286.4863;204286.4863;204286.4863;204286.4863;204286.4863;204286.4863;204286.4863;211635.6281;211635.6281;211635.6281;211635.6281;211635.6281;215602.9568;215602.9568;215602.9568;215602.9568;215602.9568;215602.9568;215602.9568;223345.7217;223345.7217;223345.7217;223345.7217;223345.7217;223345.7217;223345.7217;223345.7217;223345.7217;220841.4409;220841.4409;220841.4409;228653.5719;228653.5719;228653.5719;228653.5719;228653.5719;228653.5719;228653.5719;228653.5719;228653.5719;228653.5719;228653.5719;228653.5719;237230.6484;237230.6484;237230.6484;237230.6484;237230.6484;237230.6484;0;0;0;0;0;0;0;0;0;0;0;0
